"","Bar","BURGLARY","BURGLARYHOUR","GRAND_LARCENY","GRAND_LARCENY_HOUR","RAPE","RAPEHOUR","FELONY_ASSAULT","FELONY_ASSAULT_HOUR","ROBBERY","ROBBERYHOUR","GRAND_LARCENY_OF_MOTOR_VEHICLE","GLMVHOUR","MURDER","MURDERHOUR"
"Occurrence","KAIA WINE BAR","0","0","2015-05-01 00:01:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","KAIA WINE BAR","0","0","2015-09-01 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","KAIA WINE BAR","0","0","2015-09-05 11:00:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","KAIA WINE BAR","0","0","2015-09-11 09:00:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","KAIA WINE BAR","0","0","2015-09-21 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","E'S BAR","0","0","0","0","0","0","0","0","2015-04-29 12:10:00","12","0","0","0","0"
"Occurrence","E'S BAR","0","0","2015-06-22 23:30:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HARLEM TAVERN","0","0","2015-05-04 13:00:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HARLEM TAVERN","0","0","2015-05-25 03:30:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HARLEM TAVERN","0","0","0","0","0","0","0","0","2015-05-25 17:06:00","17","0","0","0","0"
"Occurrence","HARLEM TAVERN","0","0","0","0","0","0","0","0","2015-05-28 02:00:00","02","0","0","0","0"
"Occurrence","HARLEM TAVERN","0","0","0","0","0","0","0","0","2015-08-22 02:00:00","02","0","0","0","0"
"Occurrence","HARLEM TAVERN","0","0","2015-09-14 21:00:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","STOUT NYC","0","0","2015-09-29 11:50:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HUNTER'S","0","0","0","0","0","0","2015-06-19 01:11:00","01","0","0","0","0","0","0"
"Occurrence","HUNTER'S","0","0","0","0","0","0","2015-06-19 01:35:00","01","0","0","0","0","0","0"
"Occurrence","NEW THRIVING RESTAURANT","0","0","0","0","0","0","0","0","0","0","2015-03-18 18:45:00","18","0","0"
"Occurrence","NEW THRIVING RESTAURANT","0","0","0","0","0","0","0","0","2015-08-11 19:35:00","19","0","0","0","0"
"Occurrence","LE FANFARE","0","0","0","0","0","0","0","0","2015-08-05 16:15:00","16","0","0","0","0"
"Occurrence","ESTANCIA 460","0","0","2015-08-04 12:30:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CHIPOTLE MEXICAN GRILL","0","0","2015-02-26 11:30:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CHALK POINT KITCHEN","0","0","2015-07-18 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CHALK POINT KITCHEN","0","0","2015-09-16 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CHIPOTLE MEXICAN GRILL","0","0","2015-06-23 13:45:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CHIPOTLE MEXICAN GRILL","0","0","2015-08-23 00:08:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GREEN RANCHO","0","0","2015-01-25 04:15:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LAFAYETTE","0","0","2015-06-09 19:30:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LAFAYETTE","0","0","2015-08-24 18:30:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SERAFINA BROADWAY","0","0","2015-05-25 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SERAFINA BROADWAY","0","0","2015-08-07 19:45:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SERAFINA BROADWAY","0","0","2015-09-06 08:30:00","08","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HIDE CHAN RAMEN","0","0","2015-01-01 05:00:00","05","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HIDE CHAN RAMEN","0","0","2015-01-21 01:10:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","OOKI SUSHI JAPANESE CUISINE & BAR","0","0","0","0","0","0","0","0","2015-02-06 15:24:00","15","0","0","0","0"
"Occurrence","KILO BRAVO","0","0","2015-01-07 19:00:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","KILO BRAVO","2015-04-24 01:00:00","01","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","KILO BRAVO","2015-09-03 19:30:00","19","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","M SHANGHAI","0","0","2015-01-11 17:15:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","M SHANGHAI","0","0","2015-02-22 18:00:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","M SHANGHAI","0","0","2015-07-25 17:33:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","M SHANGHAI","0","0","2015-09-10 12:45:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","M SHANGHAI","0","0","2015-09-21 23:00:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JUDY","0","0","2015-01-05 17:30:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JUDY","0","0","2015-02-18 17:00:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JUDY","2015-02-20 16:00:00","16","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JUDY","0","0","2015-09-18 14:30:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RICK'S CABARET","0","0","2015-01-17 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RICK'S CABARET","0","0","2015-02-27 11:00:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ISOLA","0","0","2015-04-19 14:30:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","YUM YUM BANGKOK","0","0","2015-01-21 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","YUM YUM BANGKOK","0","0","2015-02-08 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","YUM YUM BANGKOK","0","0","0","0","0","0","2015-03-08 01:45:00","01","0","0","0","0","0","0"
"Occurrence","YUM YUM BANGKOK","0","0","2015-04-12 11:55:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","GRAND CENTRAL OYSTER BAR BROOKLYN","0","0","2015-01-22 17:00:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JOSEPH LEONARD","0","0","0","0","0","0","0","0","0","0","2015-08-25 02:00:00","02","0","0"
"Occurrence","VIN ET FLEUR","0","0","2015-02-15 14:30:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOUTHERN HOSPITALITY","0","0","0","0","0","0","0","0","2015-01-03 16:30:00","16","0","0","0","0"
"Occurrence","SOUTHERN HOSPITALITY","0","0","2015-01-12 21:30:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOUTHERN HOSPITALITY","0","0","0","0","0","0","0","0","2015-08-26 04:10:00","04","0","0","0","0"
"Occurrence","NATIONAL THAI KITCHEN","0","0","0","0","0","0","0","0","2015-09-18 22:30:00","22","0","0","0","0"
"Occurrence","MADISON SQUARE TAVERN INC","0","0","2015-01-19 17:15:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MADISON SQUARE TAVERN INC","0","0","2015-02-10 18:25:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MADISON SQUARE TAVERN INC","0","0","2015-03-20 10:00:00","10","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MADISON SQUARE TAVERN INC","0","0","2015-06-11 07:00:00","07","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MADISON SQUARE TAVERN INC","0","0","2015-06-23 09:30:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MADISON SQUARE TAVERN INC","0","0","2015-07-07 10:59:00","10","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MADISON SQUARE TAVERN INC","0","0","2015-07-08 17:55:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MADISON SQUARE TAVERN INC","0","0","2015-07-19 13:00:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MADISON SQUARE TAVERN INC","0","0","2015-09-28 09:00:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BAMBOO GARDEN RESTAURANT","0","0","2015-03-18 18:30:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE MOONLIGHT MILE","0","0","0","0","0","0","2015-02-23 21:50:00","21","0","0","0","0","0","0"
"Occurrence","COCCOLA","0","0","0","0","0","0","0","0","2015-02-11 06:00:00","06","0","0","0","0"
"Occurrence","COCCOLA","0","0","2015-03-24 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HUDSON HOUND","0","0","2015-04-19 13:00:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HUDSON HOUND","0","0","2015-05-29 18:30:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","FRENCH LOUIE","2015-01-20 13:30:00","13","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","FRENCH LOUIE","0","0","2015-03-11 12:18:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","FRENCH LOUIE","0","0","2015-03-22 14:00:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","FRENCH LOUIE","0","0","2015-04-13 09:00:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DA GENNARO","0","0","0","0","0","0","0","0","2015-09-29 00:01:00","00","0","0","0","0"
"Occurrence","THE DUPLEX","0","0","2015-01-25 10:30:00","10","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE DUPLEX","0","0","2015-02-23 23:15:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE DUPLEX","0","0","0","0","0","0","2015-03-18 01:30:00","01","0","0","0","0","0","0"
"Occurrence","THE DUPLEX","0","0","2015-04-17 03:00:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE DUPLEX","0","0","2015-06-05 21:00:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE DUPLEX","0","0","2015-08-16 03:00:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CEO","0","0","2015-09-23 19:45:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ELIZABETHS","0","0","0","0","0","0","0","0","2015-02-27 23:00:00","23","0","0","0","0"
"Occurrence","ABU DHABI LOUNGE","0","0","2015-09-08 08:00:00","08","0","0","0","0","0","0","0","0","0","0"
"Occurrence","AZALEA","0","0","2015-01-01 04:00:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","AZALEA","0","0","2015-02-02 16:00:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","AZALEA","0","0","2015-03-14 04:00:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","AZALEA","0","0","0","0","0","0","0","0","2015-08-08 02:10:00","02","0","0","0","0"
"Occurrence","AZALEA","0","0","2015-08-29 02:30:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","AZALEA","0","0","2015-09-04 23:50:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","AZALEA","0","0","0","0","0","0","0","0","2015-09-10 04:30:00","04","0","0","0","0"
"Occurrence","AZALEA","0","0","2015-09-20 04:20:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","AZALEA","0","0","2015-09-21 03:00:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOFIA S LITTLE ITALY","0","0","2015-04-17 14:52:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOFIA S LITTLE ITALY","2015-06-14 04:00:00","04","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOFIA S LITTLE ITALY","2015-07-20 08:40:00","08","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","AFTERNOONES RESTAURANT BAR","2015-07-04 23:00:00","23","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DURDEN","0","0","2015-06-20 15:30:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","AVE LLC DBA: JOHN ALLAN MEN'S GROOMING SERVICES","0","0","0","0","0","0","2015-04-12 20:25:00","20","0","0","0","0","0","0"
"Occurrence","AVE LLC DBA: JOHN ALLAN MEN'S GROOMING SERVICES","0","0","0","0","0","0","0","0","2015-07-22 02:30:00","02","0","0","0","0"
"Occurrence","AVE LLC DBA: JOHN ALLAN MEN'S GROOMING SERVICES","0","0","2015-09-07 22:00:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","COMMONWEALTH","0","0","2015-08-07 16:30:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOHO LOUNGE","0","0","2015-03-07 01:55:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOHO LOUNGE","0","0","0","0","0","0","2015-06-13 01:00:00","01","0","0","0","0","0","0"
"Occurrence","SOHO LOUNGE","0","0","0","0","0","0","2015-09-28 04:10:00","04","0","0","0","0","0","0"
"Occurrence","HARU","0","0","2015-06-04 17:00:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SNACK EOS","0","0","2015-07-28 00:01:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BRASS MONKEY","0","0","2015-02-07 01:30:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BRASS MONKEY","0","0","2015-03-14 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BRASS MONKEY","0","0","2015-03-22 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BRASS MONKEY","0","0","2015-05-16 00:01:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BRASS MONKEY","0","0","2015-05-16 00:01:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BRASS MONKEY","0","0","2015-05-29 23:00:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BRASS MONKEY","0","0","2015-06-18 01:36:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MANAGEMENT CORP, DBA: CORT THEATRE","0","0","2015-01-08 20:42:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MANAGEMENT CORP, DBA: CORT THEATRE","0","0","2015-01-11 19:43:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MANAGEMENT CORP, DBA: CORT THEATRE","0","0","2015-03-06 21:30:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MANAGEMENT CORP, DBA: CORT THEATRE","0","0","0","0","0","0","0","0","2015-04-25 04:18:00","04","0","0","0","0"
"Occurrence","MANAGEMENT CORP, DBA: CORT THEATRE","0","0","2015-06-08 13:06:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MANAGEMENT CORP, DBA: CORT THEATRE","0","0","2015-08-08 20:00:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MANAGEMENT CORP, DBA: CORT THEATRE","0","0","2015-08-11 00:50:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MANAGEMENT CORP, DBA: CORT THEATRE","0","0","2015-08-21 00:45:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MANAGEMENT CORP, DBA: CORT THEATRE","2015-08-21 23:30:00","23","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MANAGEMENT CORP, DBA: CORT THEATRE","0","0","2015-09-12 22:10:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SWEETWATER","0","0","2015-02-13 23:00:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SWEETWATER","0","0","0","0","0","0","0","0","2015-05-02 03:00:00","03","0","0","0","0"
"Occurrence","SWEETWATER","0","0","2015-05-16 02:30:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SWEETWATER","0","0","2015-06-21 05:00:00","05","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SWEETWATER","0","0","2015-07-30 22:30:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SWEETWATER","0","0","2015-08-07 23:30:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SWEETWATER","0","0","2015-08-16 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SWEETWATER","0","0","2015-08-23 03:20:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SWEETWATER","0","0","2015-08-25 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCARLATTO","0","0","2015-01-10 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCARLATTO","0","0","2015-01-13 16:45:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCARLATTO","0","0","2015-01-21 04:00:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCARLATTO","0","0","2015-01-21 23:00:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCARLATTO","0","0","2015-02-21 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCARLATTO","0","0","2015-04-16 21:00:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCARLATTO","0","0","0","0","0","0","0","0","0","0","2015-04-24 15:24:00","15","0","0"
"Occurrence","SCARLATTO","0","0","2015-04-28 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCARLATTO","0","0","2015-05-24 03:20:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCARLATTO","0","0","0","0","0","0","0","0","2015-06-06 03:10:00","03","0","0","0","0"
"Occurrence","SCARLATTO","0","0","0","0","0","0","2015-07-12 01:00:00","01","0","0","0","0","0","0"
"Occurrence","SCARLATTO","0","0","2015-07-12 02:30:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCARLATTO","0","0","2015-07-18 21:07:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCARLATTO","0","0","2015-09-18 04:45:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SCARLATTO","0","0","2015-09-19 00:30:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TOLOACHE","0","0","2015-01-28 23:30:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TOLOACHE","2015-03-04 00:05:00","00","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TOLOACHE","0","0","0","0","0","0","0","0","0","0","2015-04-01 14:57:00","14","0","0"
"Occurrence","TOLOACHE","0","0","2015-06-10 09:00:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TOLOACHE","2015-09-25 13:00:00","13","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","STUDIO CAFFE AND THE DECK","0","0","0","0","0","0","0","0","0","0","2015-04-22 12:08:00","12","0","0"
"Occurrence","STUDIO CAFFE AND THE DECK","0","0","2015-05-21 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","STUDIO CAFFE AND THE DECK","2015-08-17 10:00:00","10","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","STUDIO CAFFE AND THE DECK","0","0","2015-09-10 19:10:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","FIORE DI MARE","2015-05-01 08:00:00","08","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THAI 101 BISTRO","0","0","0","0","0","0","2015-04-03 04:08:00","04","0","0","0","0","0","0"
"Occurrence","THAI 101 BISTRO","0","0","2015-05-29 23:30:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THAI 101 BISTRO","0","0","2015-07-31 09:00:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THAI 101 BISTRO","0","0","2015-08-29 22:15:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BUTTERFIELD KITCHEN","0","0","2015-02-15 01:30:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BUTTERFIELD KITCHEN","2015-03-12 08:20:00","08","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BUTTERFIELD KITCHEN","0","0","2015-07-30 08:00:00","08","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BUTTERFIELD KITCHEN","2015-08-17 02:00:00","02","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JOHNS PIZZERIA","0","0","2015-02-02 16:45:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JOHNS PIZZERIA","0","0","2015-07-05 14:00:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JOHNS PIZZERIA","0","0","2015-08-08 22:30:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JOHNS PIZZERIA","2015-09-04 17:45:00","17","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JAI YA THAI & ORIENTAL RESTAURANT","0","0","2015-05-17 00:45:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SMALLS JAZZ CLUB","0","0","2015-04-29 17:45:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SMALLS JAZZ CLUB","0","0","2015-09-24 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","KELLY'S","0","0","2015-01-21 01:30:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","KELLY'S","0","0","2015-03-29 01:10:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","KELLY'S","0","0","0","0","0","0","0","0","2015-04-06 21:05:00","21","0","0","0","0"
"Occurrence","KELLY'S","0","0","0","0","0","0","0","0","0","0","2015-05-18 06:20:00","06","0","0"
"Occurrence","KELLY'S","0","0","0","0","0","0","0","0","0","0","2015-06-07 06:00:00","06","0","0"
"Occurrence","KELLY'S","0","0","0","0","0","0","2015-08-09 14:15:00","14","0","0","0","0","0","0"
"Occurrence","KELLY'S","2015-08-23 18:03:00","18","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","KELLY'S","0","0","2015-09-26 03:30:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ISABELLA'S","0","0","0","0","0","0","2015-05-17 12:20:00","12","0","0","0","0","0","0"
"Occurrence","MONTE'S","2015-03-12 12:00:00","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DELICATESSEN MACCBAR","0","0","2015-07-30 04:30:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DELICATESSEN MACCBAR","0","0","2015-08-18 10:30:00","10","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JUKE BAR","0","0","0","0","0","0","0","0","2015-04-12 01:00:00","01","0","0","0","0"
"Occurrence","ONE STAR","0","0","2015-02-17 23:00:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ONE STAR","0","0","2015-03-21 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ONE STAR","0","0","0","0","0","0","2015-04-30 21:30:00","21","0","0","0","0","0","0"
"Occurrence","ONE STAR","0","0","0","0","0","0","2015-05-01 09:00:00","09","0","0","0","0","0","0"
"Occurrence","ONE STAR","0","0","2015-05-21 10:21:00","10","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ONE STAR","0","0","2015-05-23 19:00:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ONE STAR","0","0","2015-07-13 12:56:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ONE STAR","2015-08-02 03:50:00","03","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","KODA RESTAURANT & LOUNGE","2015-09-12 02:00:00","02","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LOUIS 649","0","0","2015-03-19 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LOUIS 649","0","0","2015-06-18 18:00:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LOUIS 649","0","0","2015-06-29 04:00:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LOUIS 649","0","0","0","0","0","0","0","0","0","0","2015-06-29 14:00:00","14","0","0"
"Occurrence","LOUIS 649","0","0","0","0","0","0","0","0","0","0","2015-09-11 07:00:00","07","0","0"
"Occurrence","L'YBANE","0","0","0","0","0","0","0","0","2015-01-09 04:15:00","04","0","0","0","0"
"Occurrence","L'YBANE","0","0","2015-03-01 01:40:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","L'YBANE","0","0","2015-03-14 00:30:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","L'YBANE","0","0","2015-04-23 12:35:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","L'YBANE","0","0","2015-05-01 11:24:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","L'YBANE","0","0","2015-05-23 04:00:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","L'YBANE","0","0","2015-07-09 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","L'YBANE","2015-07-31 10:00:00","10","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","L'YBANE","0","0","2015-08-04 22:00:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","L'YBANE","0","0","2015-08-07 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","L'YBANE","0","0","2015-08-17 21:24:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","L'YBANE","0","0","2015-08-30 16:30:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE BAR","0","0","2015-05-25 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE BAR","0","0","2015-08-07 19:45:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE BAR","0","0","2015-09-06 08:30:00","08","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LEXA BAR AND GARDEN","0","0","0","0","0","0","2015-04-04 21:20:00","21","0","0","0","0","0","0"
"Occurrence","LEXA BAR AND GARDEN","0","0","0","0","0","0","0","0","2015-05-13 01:00:00","01","0","0","0","0"
"Occurrence","LEXA BAR AND GARDEN","0","0","0","0","0","0","0","0","0","0","2015-05-28 10:00:00","10","0","0"
"Occurrence","ETCETERA ETCETERA","0","0","0","0","0","0","0","0","2015-01-21 11:00:00","11","0","0","0","0"
"Occurrence","ETCETERA ETCETERA","0","0","0","0","0","0","2015-02-26 22:30:00","22","0","0","0","0","0","0"
"Occurrence","ETCETERA ETCETERA","0","0","2015-07-19 19:00:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ETCETERA ETCETERA","0","0","2015-08-08 16:00:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ETCETERA ETCETERA","0","0","2015-09-04 16:00:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ETCETERA ETCETERA","0","0","2015-09-10 23:15:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SANT AMBROEUS","2015-01-17 19:04:00","19","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SANT AMBROEUS","2015-03-21 19:00:00","19","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SANT AMBROEUS","2015-04-28 12:00:00","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE ARCHIVE","0","0","0","0","0","0","0","0","2015-07-05 04:18:00","04","0","0","0","0"
"Occurrence","WOODBINES","0","0","2015-01-19 18:57:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","WOODBINES","0","0","2015-03-03 05:30:00","05","0","0","0","0","0","0","0","0","0","0"
"Occurrence","WOODBINES","0","0","2015-05-10 22:00:00","22","0","0","0","0","0","0","0","0","0","0"
