"","Bar","BURGLARY","BURGLARYHOUR","GRAND_LARCENY","GRAND_LARCENY_HOUR","RAPE","RAPEHOUR","FELONY_ASSAULT","FELONY_ASSAULT_HOUR","ROBBERY","ROBBERYHOUR","GRAND_LARCENY_OF_MOTOR_VEHICLE","GLMVHOUR","MURDER","MURDERHOUR"
"Occurrence","83 1/2","2015-09-26 15:00:00","15","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DEMPSEYS PUB","0","0","0","0","0","0","0","0","0","0","2015-04-22 12:08:00","12","0","0"
"Occurrence","DEMPSEYS PUB","0","0","2015-05-21 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DEMPSEYS PUB","2015-08-17 10:00:00","10","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DEMPSEYS PUB","0","0","2015-09-10 19:10:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","169 BAR","0","0","2015-03-29 20:00:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","PATROON","0","0","0","0","0","0","2015-02-03 20:30:00","20","0","0","0","0","0","0"
"Occurrence","MS DAHLIA'S CAFE","0","0","0","0","0","0","2015-01-12 00:30:00","00","0","0","0","0","0","0"
"Occurrence","MS DAHLIA'S CAFE","0","0","2015-06-29 23:00:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","INDIGO MURPHY'S","0","0","2015-08-08 16:50:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BABYLON","0","0","0","0","0","0","2015-01-01 03:00:00","03","0","0","0","0","0","0"
"Occurrence","BABYLON","0","0","2015-09-30 00:00:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","718 LOUNGE & TAPAS BAR","0","0","2015-05-21 16:04:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","718 LOUNGE & TAPAS BAR","0","0","0","0","0","0","0","0","2015-05-27 18:45:00","18","0","0","0","0"
"Occurrence","718 LOUNGE & TAPAS BAR","0","0","2015-05-30 10:45:00","10","0","0","0","0","0","0","0","0","0","0"
"Occurrence","718 LOUNGE & TAPAS BAR","0","0","0","0","0","0","2015-07-18 04:15:00","04","0","0","0","0","0","0"
"Occurrence","718 LOUNGE & TAPAS BAR","0","0","0","0","0","0","2015-09-17 16:05:00","16","0","0","0","0","0","0"
"Occurrence","BEACH CAFE, THE","0","0","2015-07-31 17:45:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CIPRIANI 55 WALL STREET","0","0","2015-06-20 15:00:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE PENROSE","0","0","2015-03-20 01:50:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE PENROSE","0","0","2015-06-26 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MI PALENQUE RESTAURANT","0","0","0","0","0","0","0","0","0","0","2015-03-14 04:30:00","04","0","0"
"Occurrence","TARTINA","0","0","2015-01-21 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TARTINA","0","0","2015-02-08 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TARTINA","0","0","0","0","0","0","2015-03-08 01:45:00","01","0","0","0","0","0","0"
"Occurrence","TARTINA","0","0","2015-04-12 11:55:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MARTHITAS COFFEE SHOP","0","0","0","0","0","0","0","0","2015-09-05 04:05:00","04","0","0","0","0"
"Occurrence","MARTHITAS COFFEE SHOP","0","0","0","0","0","0","2015-09-05 04:25:00","04","0","0","0","0","0","0"
"Occurrence","MARTHITAS COFFEE SHOP","0","0","0","0","0","0","2015-09-05 04:25:00","04","0","0","0","0","0","0"
"Occurrence","MAYA","0","0","2015-01-30 23:44:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MAYA","0","0","2015-09-03 22:00:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","EL ECONOMICO RESTAURANT","0","0","2015-05-22 22:00:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","EL ECONOMICO RESTAURANT","0","0","2015-06-29 11:20:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","EL ECONOMICO RESTAURANT","0","0","0","0","0","0","2015-07-25 03:30:00","03","0","0","0","0","0","0"
"Occurrence","EL ECONOMICO RESTAURANT","0","0","0","0","0","0","0","0","2015-08-10 15:40:00","15","0","0","0","0"
"Occurrence","DINING LLC/DBA:RESTAURANT AT SAKS FIFTH AVENUE","0","0","0","0","0","0","2015-04-12 20:25:00","20","0","0","0","0","0","0"
"Occurrence","DINING LLC/DBA:RESTAURANT AT SAKS FIFTH AVENUE","0","0","0","0","0","0","0","0","2015-07-22 02:30:00","02","0","0","0","0"
"Occurrence","DINING LLC/DBA:RESTAURANT AT SAKS FIFTH AVENUE","0","0","2015-09-07 22:00:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","5 BORO BURGER","0","0","0","0","0","0","0","0","2015-03-04 19:55:00","19","0","0","0","0"
"Occurrence","5 BORO BURGER","0","0","2015-09-03 16:50:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JALOPY TAVERN","0","0","2015-05-13 23:00:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MCHALE'S PUB","0","0","2015-02-05 21:30:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-01-07 21:00:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-01-11 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-01-21 02:30:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-01-23 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-02-11 01:15:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-02-15 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-03-13 23:45:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-03-17 23:10:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-05-16 22:45:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-05-18 11:30:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-07-11 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-07-31 03:19:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-08-01 01:50:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-08-06 02:30:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-08-18 18:00:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-08-22 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE THIRSTY SCHOLAR","0","0","2015-08-23 03:00:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","VINEAPPLE","0","0","2015-05-01 09:00:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","VINEAPPLE","0","0","2015-06-12 09:00:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","VINEAPPLE","0","0","2015-09-08 00:01:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SERAFINA","0","0","2015-03-01 03:05:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LA FOLLIA","0","0","2015-06-03 23:35:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LA FOLLIA","0","0","2015-07-10 16:52:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LA FOLLIA","0","0","2015-08-12 17:05:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CHOP SHOP","0","0","0","0","0","0","0","0","2015-04-24 21:15:00","21","0","0","0","0"
"Occurrence","MELAO","0","0","0","0","0","0","0","0","2015-02-16 04:00:00","04","0","0","0","0"
"Occurrence","MELAO","0","0","0","0","0","0","2015-07-24 04:00:00","04","0","0","0","0","0","0"
"Occurrence","REBELLE","0","0","2015-01-18 04:15:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","REBELLE","0","0","0","0","0","0","2015-03-06 09:30:00","09","0","0","0","0","0","0"
"Occurrence","REBELLE","0","0","2015-05-24 21:30:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","REBELLE","0","0","0","0","0","0","2015-09-27 03:30:00","03","0","0","0","0","0","0"
"Occurrence","REBELLE","0","0","0","0","0","0","2015-09-27 03:50:00","03","0","0","0","0","0","0"
"Occurrence","JOHN ANTHONYS","0","0","2015-03-10 13:30:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","JOHN ANTHONYS","0","0","2015-08-05 18:20:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE COCK","0","0","2015-04-22 11:30:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE COCK","0","0","2015-05-16 04:00:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE COCK","0","0","2015-07-28 22:15:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","FLIGHT 151","0","0","2015-01-21 15:45:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","FLIGHT 151","0","0","2015-08-02 20:15:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","FLIGHT 151","2015-09-20 04:41:00","04","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","FLIGHT 151","2015-09-23 15:00:00","15","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOCIAL","0","0","0","0","0","0","0","0","2015-02-04 10:00:00","10","0","0","0","0"
"Occurrence","SOCIAL","0","0","2015-04-08 17:00:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOCIAL","0","0","2015-04-18 21:30:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOCIAL","0","0","2015-04-28 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOCIAL","0","0","2015-05-10 03:00:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE FULL SHILLING","0","0","2015-03-17 19:20:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOQUERIA","2015-01-15 12:20:00","12","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOQUERIA","0","0","2015-02-03 22:50:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOQUERIA","0","0","2015-02-11 15:55:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOQUERIA","0","0","2015-03-01 14:30:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOQUERIA","2015-04-27 10:43:00","10","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOQUERIA","0","0","2015-06-02 21:00:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOQUERIA","0","0","2015-07-30 17:00:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOQUERIA","0","0","2015-07-30 22:00:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOQUERIA","0","0","2015-08-13 19:00:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOQUERIA","0","0","2015-08-19 00:01:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOQUERIA","2015-09-18 21:45:00","21","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOQUERIA","0","0","2015-09-23 17:20:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE BROOKLYN STAR","0","0","2015-07-24 19:00:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ZONA ROSA","0","0","2015-03-27 11:45:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ZONA ROSA","0","0","2015-04-26 06:00:00","06","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ZONA ROSA","0","0","0","0","0","0","0","0","2015-05-07 16:10:00","16","0","0","0","0"
"Occurrence","ZONA ROSA","0","0","2015-07-05 23:25:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ZONA ROSA","0","0","2015-07-09 07:09:00","07","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ZONA ROSA","0","0","2015-07-13 13:45:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ZONA ROSA","0","0","2015-07-18 03:00:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ZONA ROSA","0","0","2015-09-01 03:00:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MOONSTRUCK E RESTAURANT","0","0","2015-09-22 11:00:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","PRAVDA","0","0","0","0","0","0","2015-05-02 15:25:00","15","0","0","0","0","0","0"
"Occurrence","PRAVDA","0","0","2015-05-06 08:45:00","08","0","0","0","0","0","0","0","0","0","0"
"Occurrence","EL TUCANAZO BAR","0","0","0","0","0","0","0","0","2015-05-23 23:00:00","23","0","0","0","0"
"Occurrence","SHIRO'S AT ATLAS PARK","0","0","2015-04-05 20:10:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SIDEWALK BAR & RESTAURANT","0","0","2015-07-31 02:00:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BXL ZOUTE","0","0","2015-01-26 10:00:00","10","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BXL ZOUTE","0","0","2015-01-30 12:25:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BXL ZOUTE","2015-02-20 22:00:00","22","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BXL ZOUTE","0","0","2015-02-28 14:30:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BXL ZOUTE","0","0","2015-03-09 10:00:00","10","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BXL ZOUTE","0","0","2015-04-10 14:00:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BXL ZOUTE","0","0","0","0","0","0","0","0","0","0","2015-04-10 20:12:00","20","0","0"
"Occurrence","BXL ZOUTE","0","0","2015-04-12 15:00:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BXL ZOUTE","2015-04-13 10:45:00","10","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BXL ZOUTE","0","0","2015-06-22 13:00:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BXL ZOUTE","2015-07-02 09:59:00","09","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BXL ZOUTE","0","0","2015-08-06 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BXL ZOUTE","0","0","2015-09-02 08:00:00","08","0","0","0","0","0","0","0","0","0","0"
"Occurrence","CLUB REPUBLIC","0","0","0","0","0","0","2015-09-11 00:45:00","00","0","0","0","0","0","0"
"Occurrence","CLUB REPUBLIC","0","0","2015-09-18 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ANGELINA RESTAURANT","0","0","0","0","0","0","0","0","0","0","2015-01-04 18:00:00","18","0","0"
"Occurrence","ANGELINA RESTAURANT","0","0","0","0","0","0","2015-08-17 20:00:00","20","0","0","0","0","0","0"
"Occurrence","BLUE PRINT","2015-05-11 00:30:00","00","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BLUE PRINT","2015-08-07 14:00:00","14","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ODESSA RESTAURANT","0","0","2015-01-25 04:00:00","04","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ODESSA RESTAURANT","0","0","0","0","0","0","0","0","2015-04-25 00:25:00","00","0","0","0","0"
"Occurrence","ODESSA RESTAURANT","0","0","0","0","0","0","2015-07-15 18:51:00","18","0","0","0","0","0","0"
"Occurrence","ODESSA RESTAURANT","0","0","2015-07-23 20:00:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","AMERICAN FLATBREAD NYC","0","0","2015-01-08 17:30:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HI-FI","0","0","0","0","0","0","0","0","2015-03-09 17:00:00","17","0","0","0","0"
"Occurrence","HI-FI","0","0","2015-03-17 12:45:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HI-FI","0","0","2015-07-21 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HI-FI","0","0","2015-07-29 10:00:00","10","0","0","0","0","0","0","0","0","0","0"
"Occurrence","EN","2015-02-05 00:30:00","00","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","EN","0","0","2015-06-01 16:00:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE GINGER MAN","0","0","2015-01-14 17:30:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE GINGER MAN","2015-02-01 19:05:00","19","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE GINGER MAN","0","0","2015-02-20 20:30:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE GINGER MAN","0","0","2015-04-08 09:30:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE GINGER MAN","0","0","2015-04-17 20:28:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE GINGER MAN","0","0","2015-05-05 21:00:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE GINGER MAN","0","0","2015-06-06 22:00:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","THE GINGER MAN","0","0","2015-06-11 19:00:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HILLSTONE RESTAURANT","0","0","2015-01-31 15:40:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","HILLSTONE RESTAURANT","0","0","2015-05-27 18:30:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOUTH BEACH RESTAURANT & LOUNGE","0","0","2015-02-17 08:00:00","08","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOUTH BEACH RESTAURANT & LOUNGE","0","0","2015-03-08 13:50:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOUTH BEACH RESTAURANT & LOUNGE","0","0","2015-04-30 19:50:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOUTH BEACH RESTAURANT & LOUNGE","2015-07-21 22:30:00","22","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","SOUTH BEACH RESTAURANT & LOUNGE","0","0","2015-07-27 14:11:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LIVE BAIT","0","0","2015-04-22 20:00:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LIVE BAIT","0","0","2015-05-11 20:25:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LIVE BAIT","0","0","2015-05-19 13:30:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LIVE BAIT","0","0","2015-07-30 22:00:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LIVE BAIT","0","0","2015-08-20 20:00:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","FIFTH DINING LLC - DBA SNACKS","0","0","0","0","0","0","2015-04-12 20:25:00","20","0","0","0","0","0","0"
"Occurrence","FIFTH DINING LLC - DBA SNACKS","0","0","0","0","0","0","0","0","2015-07-22 02:30:00","02","0","0","0","0"
"Occurrence","FIFTH DINING LLC - DBA SNACKS","0","0","2015-09-07 22:00:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","L'ISOLA","0","0","2015-05-05 00:01:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","L'ISOLA","0","0","2015-05-05 14:59:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","L'ISOLA","0","0","2015-05-20 21:00:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","RUBIROSA","0","0","0","0","0","0","0","0","2015-02-02 01:40:00","01","0","0","0","0"
"Occurrence","GRAN PIATTO D ORO","0","0","0","0","0","0","0","0","2015-01-08 18:40:00","18","0","0","0","0"
"Occurrence","GRAN PIATTO D ORO","2015-02-13 19:19:00","19","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","IL PICCOLO BUFALO","0","0","2015-04-17 14:52:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","IL PICCOLO BUFALO","2015-06-14 04:00:00","04","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","IL PICCOLO BUFALO","2015-07-20 08:40:00","08","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BEHANS","0","0","0","0","0","0","2015-02-19 23:30:00","23","0","0","0","0","0","0"
"Occurrence","BEHANS","0","0","2015-04-16 00:01:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BOBBY VAN'S","0","0","2015-06-18 02:20:00","02","0","0","0","0","0","0","0","0","0","0"
"Occurrence","UP STAIRS BAR","0","0","0","0","0","0","2015-02-24 19:17:00","19","0","0","0","0","0","0"
"Occurrence","TONY'S DINAPOLI","0","0","2015-02-19 11:05:00","11","0","0","0","0","0","0","0","0","0","0"
"Occurrence","TONY'S DINAPOLI","0","0","0","0","0","0","0","0","0","0","2015-09-17 21:40:00","21","0","0"
"Occurrence","MICKEY SPILLANE'S HELL'S KITCHEN NYC","0","0","0","0","0","0","0","0","2015-01-11 23:50:00","23","0","0","0","0"
"Occurrence","MICKEY SPILLANE'S HELL'S KITCHEN NYC","0","0","2015-03-13 00:01:00","00","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MICKEY SPILLANE'S HELL'S KITCHEN NYC","0","0","2015-06-21 10:00:00","10","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MICKEY SPILLANE'S HELL'S KITCHEN NYC","2015-06-25 20:00:00","20","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MICKEY SPILLANE'S HELL'S KITCHEN NYC","0","0","2015-07-01 16:00:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MICKEY SPILLANE'S HELL'S KITCHEN NYC","0","0","0","0","0","0","0","0","2015-07-31 23:30:00","23","0","0","0","0"
"Occurrence","NITRO LOUNGE","0","0","2015-02-02 12:00:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","NITRO LOUNGE","0","0","0","0","0","0","0","0","2015-06-13 03:30:00","03","0","0","0","0"
"Occurrence","NITRO LOUNGE","0","0","0","0","0","0","0","0","2015-08-31 21:25:00","21","0","0","0","0"
"Occurrence","NITRO LOUNGE","0","0","2015-09-12 14:01:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","WESTSIDE TAVERN","0","0","2015-01-03 18:30:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","WESTSIDE TAVERN","0","0","2015-01-28 09:30:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","WESTSIDE TAVERN","0","0","2015-02-07 14:00:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","WESTSIDE TAVERN","0","0","2015-02-26 21:09:00","21","0","0","0","0","0","0","0","0","0","0"
"Occurrence","WESTSIDE TAVERN","0","0","2015-03-27 20:00:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","WESTSIDE TAVERN","0","0","2015-03-29 14:30:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","WESTSIDE TAVERN","0","0","2015-06-10 09:00:00","09","0","0","0","0","0","0","0","0","0","0"
"Occurrence","WESTSIDE TAVERN","0","0","2015-07-02 17:20:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","WESTSIDE TAVERN","0","0","2015-07-14 23:00:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","WESTSIDE TAVERN","0","0","2015-07-22 13:30:00","13","0","0","0","0","0","0","0","0","0","0"
"Occurrence","WESTSIDE TAVERN","0","0","2015-07-27 16:30:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","MINIDITO","0","0","2015-06-19 23:30:00","23","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LE ZIE 2000","0","0","2015-03-11 22:40:00","22","0","0","0","0","0","0","0","0","0","0"
"Occurrence","LE ZIE 2000","0","0","2015-03-12 19:15:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BAR 515","0","0","2015-06-14 01:00:00","01","0","0","0","0","0","0","0","0","0","0"
"Occurrence","BAR 515","0","0","2015-06-25 03:30:00","03","0","0","0","0","0","0","0","0","0","0"
"Occurrence","EL MOLCAJETE RESTAURANT","0","0","2015-01-14 17:45:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","EL MOLCAJETE RESTAURANT","0","0","0","0","0","0","2015-02-05 21:30:00","21","0","0","0","0","0","0"
"Occurrence","EL MOLCAJETE RESTAURANT","0","0","0","0","0","0","0","0","2015-09-14 16:30:00","16","0","0","0","0"
"Occurrence","DBL","2015-08-16 08:00:00","08","0","0","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ALCALA RESTAURANTE","0","0","2015-03-27 10:00:00","10","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ALCALA RESTAURANTE","0","0","2015-05-28 16:00:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","ALCALA RESTAURANTE","0","0","0","0","0","0","2015-06-12 08:30:00","08","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-01 16:00:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-03 12:30:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-03 16:00:00","16","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-06 10:06:00","10","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-10 19:21:00","19","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-12 18:27:00","18","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-16 20:30:00","20","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-19 12:15:00","12","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-19 15:00:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-22 17:00:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-24 17:56:00","17","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-26 15:30:00","15","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-27 14:00:00","14","0","0","0","0","0","0","0","0","0","0"
"Occurrence","DAVID BURKE AT BLOOMINGDALE'S","0","0","2015-01-28 13:40:00","13","0","0","0","0","0","0","0","0","0","0"
