"License.Se","License.Ty","License.Cl","License._1","Agency.Zon","Agency.Z_1","County.Nam","Premises.N","Doing.Busi","Actual.Add","Additional","City","State","Zip","License.Ce","License.Or","License.Ef","License.Ex","Latitude","Longitude","Location","BoroCode","BoroName","CountyFIPS","NTACode","NTAName","Shape_Leng","Shape_Area","coords.x1","coords.x2"
1283364,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HARLEM DINE INC","LOFT 142","547 W 142ND ST","STORE 1","NEW YORK","NY",10031,831790,"05/29/2015","05/29/2015","04/30/2017",40.82403,-73.95056,"(40.82403, -73.95056)",1,"Manhattan","061","MN04","Hamilton Heights",17410.823295,16093787.9398,997933.259112833,239497.412638214
1273755,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","MIKECON LLC","KELLY RYAN'S","5790 MOSHOLU AVE",NA,"BRONX","NY",10471,810337,"01/23/2014","01/23/2014","12/31/2015",40.90542131,-73.89766244,"(40.90542131, -73.89766244)",2,"Bronx","005","BX22","North Riverdale-Fieldston-Riverdale",31856.0897336,49046341.3593,1012538.80068821,269164.101933128
1250274,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ELIZABETHS ON COLUMBUS LLC","ELIZABETHS","100 W 94TH ST","AKA 680 686 COLUMBUS AVE","NEW YORK","NY",10025,852752,"10/18/2011","10/01/2015","09/30/2017",40.79151652,-73.96852991,"(40.79151652, -73.96852991)",1,"Manhattan","061","MN12","Upper West Side",29158.1325969,34381053.1183,992964.073864975,227649.30398257
1283387,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GRAZIN TRIBECA LLC","GRAZIN","56 READE ST",NA,"NEW YORK","NY",10007,831283,"03/16/2015","03/16/2015","02/28/2017",40.71504,-74.00654,"(40.71504, -74.00654)",1,"Manhattan","061","MN24","SoHo-TriBeCa-Civic Center-Little Italy",24277.7598984,24861793.073,982436.992488153,199784.931247458
1150699,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","AFH ASSOCIATES LLC","SOLO","550 MADISON AVE","55TH AND 56TH STREETS","NEW YORK","NY",10022,836330,"07/15/2004","07/01/2014","06/30/2016",40.76103145,-73.97335275,"(40.76103145, -73.97335275)",1,"Manhattan","061","MN17","Midtown-Midtown South",27035.7381234,30192056.8923,991632.007293961,216542.125257424
1142834,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SWEET HOSPITALITY GROUP","BILTMORE THEATRE","261 65 W 47TH ST",NA,"NEW YORK","NY",10036,853523,"10/08/2003","10/01/2015","09/30/2017",40.76053882,-73.98663119,"(40.76053882, -73.98663119)",1,"Manhattan","061","MN17","Midtown-Midtown South",27035.7381234,30192056.8923,987953.548545847,216361.80379894
1195498,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","BRANFRI CORP","PAMPAS ARGENTINAS","105 07 METROPOLITAN AVENUE","72ND AVENUE & 72ND ROAD","FOREST HILLS","NY",11375,788864,"03/18/2008","03/01/2014","02/29/2016",40.71007049,-73.848041,"(40.71007049, -73.848041)",4,"Queens","081","QN17","Forest Hills",36171.5032308,57827655.0063,1026378.9314391,198010.861845593
1150702,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CAFFE CENTRALE LLC","VIA QUADRONNO AND  BOTECA DEL VINO","5-7 EAST 59TH STREET","5TH AND MADISON AVES","NEW YORK","NY",10022,837974,"10/20/2004","10/01/2014","09/30/2016",40.76419151,-73.97272334,"(40.76419151, -73.97272334)",1,"Manhattan","061","MN40","Upper East Side-Carnegie Hill",23778.4063885,20065329.4081,991806.012337849,217693.492639064
1243629,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SAIGON MARKET LLC",NA,"91 93 UNIVERSITY PLACE",NA,"NEW YORK","NY",10003,842382,"12/06/2010","12/01/2014","11/30/2016",40.73360036,-73.99295471,"(40.73360036, -73.99295471)",1,"Manhattan","061","MN23","West Village",29385.0304235,25000526.3287,986202.539268471,206547.05494119
1195401,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","ST PANTES LLC","LAND & SEA RESTAURANT","5535 BROADWAY","KIMBERLY PLACE & BROADWAY","BRONX","NY",10462,854940,"11/20/2007","11/01/2015","10/31/2017",40.87782242,-73.90555292,"(40.87782242, -73.90555292)",2,"Bronx","005","BX29","Spuyten Duyvil-Kingsbridge",27993.8240421,23213159.895,1010368.50648993,259106.258045149
1273694,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","AUSTIN 88 LLC","BAREBURGER","71-49/51 AUSTIN ST",NA,"FOREST HILLS","NY",11375,853165,"11/15/2013","11/01/2015","10/31/2017",40.71956361,-73.84276434,"(40.71956361, -73.84276434)",4,"Queens","081","QN17","Forest Hills",36171.5032308,57827655.0063,1027835.6166144,201472.070714166
1126550,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MACA REST CORP","FIRENZE RESTAURANT","1594 2ND AVENUE","82ND AND 83RD STREETS","NEW YORK","NY",10028,834668,"05/22/2002","05/01/2014","04/30/2016",40.77573611,-73.95320546,"(40.77573611, -73.95320546)",1,"Manhattan","061","MN32","Yorkville",17409.2098543,13594779.6826,997210.487930929,221901.859964238
1273685,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CONGEE VILLAGE INC","CONGEE VILLAGE RESTAURANT","100 ALLEN ST",NA,"NEW YORK","NY",10002,855594,"01/09/2014","01/01/2016","12/31/2017",40.71856606,-73.99055567,"(40.71856606, -73.99055567)",1,"Manhattan","061","MN27","Chinatown",20786.2843253,14501644.9496,986868.002353701,201069.656043286
1273667,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","POK POK NY LLC",NA,"117 COLUMBIA ST",NA,"BROOKLYN","NY",11231,788920,"11/21/2013","03/01/2014","02/29/2016",40.68773109,-74.0013976,"(40.68773109, -74.0013976)",3,"Brooklyn","047","BK33","Carroll Gardens-Columbia Street-Red Hook",60796.3891634,44600089.997,983862.400998035,189835.416736297
1273655,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","694 ENTERPRISES INC","ROXY DINER","694 8TH AVE",NA,"NEW YORK","NY",10036,855129,"11/04/2013","11/01/2015","10/31/2017",40.75837044,-73.98893848,"(40.75837044, -73.98893848)",1,"Manhattan","061","MN17","Midtown-Midtown South",27035.7381234,30192056.8923,987314.461985643,215571.702902742
1273635,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MFM BRANDY LLC","COPPER AND OAK; COPPER & OAK","157 ALLEN ST",NA,"NEW YORK","NY",10002,810785,"04/24/2014","04/24/2014","03/31/2016",40.7209122,-73.98962798,"(40.7209122, -73.98962798)",1,"Manhattan","061","MN27","Chinatown",20786.2843253,14501644.9496,987125.060158097,201924.455914279
1195268,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","JUST IN TIME RESTAURANT CORP","JUNO BROOKLYN","1264 MYRTLE AVENUE",NA,"BROOKLYN","NY",11221,832449,"12/12/2008","10/29/2015","11/30/2016",40.69788528,-73.92664253,"(40.69788528, -73.92664253)",3,"Brooklyn","047","BK78","Bushwick South",40778.2819626,40192459.5846,1004591.26284495,193543.400958755
1150767,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","704 LOS PRIMOS REST CORP","NUEVO PRIMO RESTAURANT","704 GRAND STREET",NA,"BROOKLYN","NY",11211,811208,"07/21/2004","07/17/2014","06/30/2016",40.71152237,-73.94456142,"(40.71152237, -73.94456142)",3,"Brooklyn","047","BK90","East Williamsburg",49171.2764414,39139864.4613,999619.397534629,198508.14762555
1222085,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","BTM APPLE LLC","APPLEBEE'S NEIGHBORHOOD GRILL & BAR","610 EXTERIOR STREET",NA,"BRONX","NY",10451,847080,"08/07/2009","08/01/2015","07/31/2017",40.82114668,-73.93046268,"(40.82114668, -73.93046268)",2,"Bronx","005","BX63","West Concourse",28550.700376,19369542.3727,1003496.32578904,238450.692226331
1273621,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","IVERSIONES DIVERSAS INC","ABU DHABI LOUNGE","151 NAGLE AVE",NA,"NEW YORK","NY",10040,810389,"02/03/2014","02/03/2014","01/31/2016",40.86125687,-73.92567075,"(40.86125687, -73.92567075)",1,"Manhattan","061","MN35","Washington Heights North",26623.8740416,22662313.0353,1004810.22096781,253065.420451938
1195219,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","1024 MORRIS TAVERN INC","DOYLES PUB","1024 MORRIS PARK AVE","PAULDING AVE & MORRIS PARK AVE","BRONX","NY",10461,835107,"05/15/2008","05/01/2014","04/30/2016",40.84843296,-73.85535776,"(40.84843296, -73.85535776)",2,"Bronx","005","BX37","Van Nest-Morris Park-Westchester Square",42863.930519,36301108.7373,1024267.20538427,248417.494391388
1107854,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","API RESTAURANT INC","AZALEA","1633 BROADWAY","AKA 224 W 51 ST","NEW YORK","NY",10019,837973,"10/01/2002","09/01/2014","08/31/2016",40.76151437,-73.98398825,"(40.76151437, -73.98398825)",1,"Manhattan","061","MN17","Midtown-Midtown South",27035.7381234,30192056.8923,988685.654691081,216717.351440805
1150855,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MLB RESTAURANT GROUP INC","LUCIANO'S","15 METROTECH CENTER S, GROUND","MYRTLE  METROTECH CNR FLBHAVES","BROOKLYN","NY",11201,835378,"06/23/2004","06/01/2014","05/31/2016",40.69316721,-73.9869371,"(40.69316721, -73.9869371)",3,"Brooklyn","047","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",32546.1319301,28477084.9305,987872.462941824,191816.221526719
1250559,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","YANOOSE INC",NA,"154 08 NORTHERN BLVD STE 1F-6",NA,"FLUSHING","NY",11354,850906,"08/16/2011","08/01/2015","07/31/2017",40.76453895,-73.81093431,"(40.76453895, -73.81093431)",4,"Queens","081","QN51","Murray Hill",33266.9048118,52488277.1387,1036623.49983092,217875.420321501
1273558,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","EMERALD INN INC",NA,"250 W 72ND ST",NA,"NEW YORK","NY",10023,853712,"11/29/2013","11/01/2015","10/31/2017",40.7792577,-73.98319456,"(40.7792577, -73.98319456)",1,"Manhattan","061","MN14","Lincoln Square",19866.0532381,15805667.7403,988904.286438109,223181.87856365
1273554,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","FAT MERMAID LLC, THE","BAR SAN MIGUEL","307 SMITH ST",NA,"BROOKLYN","NY",11231,854966,"11/26/2013","11/01/2015","10/31/2017",40.68154256,-73.99395783,"(40.68154256, -73.99395783)",3,"Brooklyn","047","BK33","Carroll Gardens-Columbia Street-Red Hook",60796.3891634,44600089.997,985925.841738352,187580.810282278
1285448,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SOSEB LLC","COCOTTE","110 THOMPSON ST",NA,"NEW YORK","NY",10012,831931,"07/01/2015","07/01/2015","06/30/2017",40.72567,-74.00167,"(40.72567, -74.00167)",1,"Manhattan","061","MN24","SoHo-TriBeCa-Civic Center-Little Italy",24277.7598984,24861793.073,983787.119315837,203657.703470715
1250601,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GRAVY NEW YORK LLC","HARDINGS","32 E 21ST STREET",NA,"NEW YORK","NY",10010,847946,"04/18/2011","04/01/2015","03/31/2017",40.73963741,-73.98921349,"(40.73963741, -73.98921349)",1,"Manhattan","061","MN13","Hudson Yards-Chelsea-Flatiron-Union Square",45454.7229508,37029727.2943,987239.114170034,208746.648091656
1250613,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PSSP NY INC","SOFIA S LITTLE ITALY","143 MULBERRY STREET",NA,"NEW YORK","NY",10013,831668,"04/26/2011","05/19/2015","03/31/2017",40.7187718,-73.99761746,"(40.7187718, -73.99761746)",1,"Manhattan","061","MN24","SoHo-TriBeCa-Civic Center-Little Italy",24277.7598984,24861793.073,984910.446647299,201144.481278524
1285450,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","R & G 86 LLC","NUMERO 28","68 BERGEN ST",NA,"BROOKLYN","NY",11201,832173,"08/31/2015","08/31/2015","07/31/2017",40.68682,-73.99083,"(40.68682, -73.99083)",3,"Brooklyn","047","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",32546.1319301,28477084.9305,986793.167863483,189503.610109938
1273517,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","TFTP LLC","LEFT HAND PATH","89 WYCKOFF AVE",NA,"BROOKLYN","NY",11237,810941,"05/23/2014","05/23/2014","04/30/2016",40.70501195,-73.92036819,"(40.70501195, -73.92036819)",3,"Brooklyn","047","BK77","Bushwick North",26402.8832503,25020782.7003,1006328.71120028,196141.377488926
1250640,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RHYTHMS OF CUBA LLC","SON CUBANO  NYC","544 W 27TH ST",NA,"NEW YORK","NY",10001,833900,"01/13/2012","01/01/2014","12/31/2015",40.75079387,-74.00385165,"(40.75079387, -74.00385165)",1,"Manhattan","061","MN13","Hudson Yards-Chelsea-Flatiron-Union Square",45454.7229508,37029727.2943,983182.824998791,212811.142526314
1285453,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"RICHMOND","TEAM EMPIRE CORP","AFTERNOONES RESTAURANT BAR","415 FOREST AVE",NA,"STATEN ISLAND","NY",10301,831958,"07/07/2015","07/07/2015","06/30/2017",40.63091,-74.10323,"(40.63091, -74.10323)",5,"Staten Island","085","SI35","New Brighton-Silver Lake",30322.5236859,47140398.5059,955596.643192142,169150.786181773
1151003,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","COCO 66 INC",NA,"66-68 GREENPOINT AVE","FRANKLIN & MANHATTAN AVENUES","BROOKLYN","NY",11222,850037,"07/28/2005","07/01/2015","06/30/2017",40.72975256,-73.95828149,"(40.72975256, -73.95828149)",3,"Brooklyn","047","BK76","Greenpoint",29112.4640472,35338772.1582,995812.580075063,205147.855901336
1273473,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ATLAS HUGGED INCORPORATED","DURDEN","213 2ND AVE",NA,"NEW YORK","NY",10003,854759,"11/08/2013","11/01/2015","10/31/2017",40.73167192,-73.98543936,"(40.73167192, -73.98543936)",1,"Manhattan","061","MN22","East Village",13539.285123,10897298.9126,988285.468244563,205844.720716919
1273470,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","THE BRONX BAR AND GRILL LLC",NA,"1 BRUCKNER BLVD",NA,"BRONX","NY",10454,854904,"11/08/2013","11/01/2015","10/31/2017",40.80825702,-73.93061766,"(40.80825702, -73.93061766)",2,"Bronx","005","BX39","Mott Haven-Port Morris",35601.1838355,41903939.7548,1003457.15055798,233754.494718175
1151022,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","VITO'S PIZZERIA & RESTAURANT INC","MAMA LINA'S","7835D SPRINGFIELD BLVD","UNION TPKE & 78TH AVENUE","BAYSIDE","NY",11364,836178,"07/08/2004","07/01/2014","06/30/2016",40.73716019,-73.7476325,"(40.73716019, -73.7476325)",4,"Queens","081","QN42","Oakland Gardens",42347.5466563,50982687.4939,1054187.56790343,207944.679578988
1250676,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MESA AZTECA CORP",NA,"91 WYCKOFF AVENUE",NA,"BROOKLYN","NY",11237,848355,"05/16/2011","05/01/2015","04/30/2017",40.70500782,-73.92024652,"(40.70500782, -73.92024652)",3,"Brooklyn","047","BK77","Bushwick North",26402.8832503,25020782.7003,1006362.44677833,196139.903496873
1179336,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SIXTH FLOOR RESTAURANT AT SFA & JOHN ALLAN'S FIFTH","AVE LLC DBA: JOHN ALLAN MEN'S GROOMING SERVICES","611 5TH AVENUE 7TH FLOOR","49TH & 50TH STREET","NEW YORK","NY",10022,850475,"07/31/2007","07/01/2015","06/30/2017",40.75787287,-73.97757997,"(40.75787287, -73.97757997)",1,"Manhattan","061","MN17","Midtown-Midtown South",27035.7381234,30192056.8923,990461.247849794,215391.02329145
1250679,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LEXINGTON PROJECT MANAGERS LLC","LEXINGTON BRASS","517 LEXINGTON AVE",NA,"NEW YORK","NY",10017,850693,"08/19/2011","08/01/2015","07/31/2017",40.75522698,-73.9731883,"(40.75522698, -73.9731883)",1,"Manhattan","061","MN19","Turtle Bay-East Midtown",21638.7812063,17397872.2036,991678.211663663,214427.381359475
1285435,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WOLF GOTHAM LLC","WOLFGANGS STEAKHOUSE BOUTIQUE","16 E 46TH ST",NA,"NEW YORK","NY",10017,831823,"06/04/2015","06/04/2015","05/31/2017",40.75537,-73.9781,"(40.75537, -73.9781)",1,"Manhattan","061","MN17","Midtown-Midtown South",27035.7381234,30192056.8923,990317.406654575,214479.109831494
1226928,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","JOHN & DORIS INC.","STAUNTON'S IRISH PERUVIAN BAR RESTAURANT","224 07 UNION TPKE","SPRINGFIELD BLVD & UNION TPKE","BAYSIDE","NY",11364,854683,"11/05/2009","11/01/2015","10/31/2017",40.73589379,-73.74655575,"(40.73589379, -73.74655575)",4,"Queens","081","QN42","Oakland Gardens",42347.5466563,50982687.4939,1054487.29730591,207484.153583207
1194685,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","462 464 PARK AVENUE SOUTH","31ST & 32ND STREET","NEW YORK","NY",10016,856578,"01/18/2008","01/07/2016","12/31/2017",40.74530908,-73.98282173,"(40.74530908, -73.98282173)",1,"Manhattan","061","MN17","Midtown-Midtown South",27035.7381234,30192056.8923,989009.967691306,210813.300661182
1250709,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","346 LOUNGE LLC & STRATEGIC DREAM ROOFTOP LLC","PH D LOUNGE","355 W 16TH STREET",NA,"NEW YORK","NY",10011,849147,"05/19/2011","05/01/2015","04/30/2017",40.74176721,-74.00305214,"(40.74176721, -74.00305214)",1,"Manhattan","061","MN13","Hudson Yards-Chelsea-Flatiron-Union Square",45454.7229508,37029727.2943,983404.230301092,209522.432515745
1250718,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","YOYO JAPONAISE LLC/LAS RAMBLAS RESTAURANT LLC","CHERRY","355 W 16TH STREET",NA,"NEW YORK","NY",10011,856117,"08/11/2011","11/16/2015","07/31/2017",40.74176721,-74.00305214,"(40.74176721, -74.00305214)",1,"Manhattan","061","MN13","Hudson Yards-Chelsea-Flatiron-Union Square",45454.7229508,37029727.2943,983404.230301092,209522.432515745
1273366,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","523 RESTAURANT CORP","TED'S CORNER TAVERN","523 3RD AVE",NA,"NEW YORK","NY",10016,810995,"06/05/2014","06/05/2014","05/31/2016",40.74636192,-73.97764264,"(40.74636192, -73.97764264)",1,"Manhattan","061","MN20","Murray Hill-Kips Bay",23134.2680348,14465848.0602,990444.956128252,211197.20780111
1151149,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","18 FRONT INC","MOTHER'S RUIN","18 SPRING STREET","MOTT & ELIZABETH","NEW YORK","NY",10013,835698,"06/18/2004","06/01/2014","05/31/2016",40.72134256,-73.99495242,"(40.72134256, -73.99495242)",1,"Manhattan","061","MN24","SoHo-TriBeCa-Civic Center-Little Italy",24277.7598984,24861793.073,985649.149102018,202081.119395857
1250426,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"RICHMOND","FULL CUP LLC",NA,"388 VAN DUZER STREET",NA,"STATEN ISLAND","NY",10304,844848,"02/03/2011","02/20/2015","01/31/2017",40.62867272,-74.08007535,"(40.62867272, -74.08007535)",5,"Staten Island","085","SI08","Grymes Hill-Clifton-Fox Hills",37119.4193206,37748488.5299,962022.88865461,168328.961075083
1260349,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","STINA EASTON INC","TBA","395 WYTHE AVE",NA,"BROOKLYN","NY",11211,842602,"02/26/2013","02/01/2015","01/31/2017",40.7111831,-73.96653875,"(40.7111831, -73.96653875)",3,"Brooklyn","047","BK73","North Side-South Side",28145.4293281,28868408.4513,993526.60652001,198381.449580857
1283328,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","DIMES BIG TIME LLC","DIMES","49 CANAL ST",NA,"NEW YORK","NY",10002,831380,"04/02/2015","04/02/2015","03/31/2017",40.71496,-73.99153,"(40.71496, -73.99153)",1,"Manhattan","061","MN27","Chinatown",20786.2843253,14501644.9496,986598.041597412,199755.830650836
1285438,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","COCOTTE FIFTH AVENUE LLC","PETITE COCOTTE","110 THOMPSON ST","SOUTH STORE","NEW YORK","NY",10012,832098,"08/13/2015","08/13/2015","07/31/2017",40.72567,-74.00167,"(40.72567, -74.00167)",1,"Manhattan","061","MN24","SoHo-TriBeCa-Civic Center-Little Italy",24277.7598984,24861793.073,983787.119315837,203657.703470715
1151212,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","FIRST OASIS INC",NA,"9218 4TH AVENUE","91ST  & 93RD STREETS","BROOKLYN","NY",11209,837661,"09/13/2004","09/01/2014","08/31/2016",40.61820763,-74.03030846,"(40.61820763, -74.03030846)",3,"Brooklyn","047","BK31","Bay Ridge",44405.6395723,67117794.1869,975835.734810104,164507.548027546
1250774,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","72ND & COLUMBUS RESTAURANT LLC","COLUMBUS TAVERN","269 COLUMBUS AVE A/K/A 48 W 73",NA,"NEW YORK","NY",10023,844216,"02/23/2011","02/05/2015","01/31/2017",40.77768475,-73.97848618,"(40.77768475, -73.97848618)",1,"Manhattan","061","MN14","Lincoln Square",19866.0532381,15805667.7403,990208.418559314,222609.085026726
1273308,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","D'KORA RESTAURANT LOUNGE INC",NA,"1549 WATSON AVE",NA,"BRONX","NY",10472,810537,"03/05/2014","03/05/2014","02/28/2016",40.82620032,-73.87722708,"(40.82620032, -73.87722708)",2,"Bronx","005","BX55","Soundview-Bruckner",19755.305501,16260511.4214,1018228.12345497,240308.089126646
1151259,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","RORAY LLC","COMMONWEALTH","497 5TH AVENUE","12TH & 13TH STREETS","BROOKLYN","NY",11215,836296,"07/13/2004","07/01/2014","06/30/2016",40.66731473,-73.98776406,"(40.66731473, -73.98776406)",3,"Brooklyn","047","BK37","Park Slope-Gowanus",31459.9603085,42511079.8151,987644.454946917,182397.384444938
1285439,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","IDEALIZE INC","TORI SHIN","362 W 53RD ST",NA,"NEW YORK","NY",10019,831509,"04/24/2015","04/24/2015","03/31/2017",40.76495,-73.9872,"(40.76495, -73.9872)",1,"Manhattan","061","MN15","Clinton",35037.1715797,18381380.2263,987795.736820698,217968.918201675
1194458,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","BROOKLYN CRAFT INC","THE GIBSON","108 BEDFORD AVE AKA145 153N11S","N. 11TH /N. 12TH STREETS","BROOKLYN","NY",11211,826257,"07/02/2008","07/01/2014","06/30/2016",40.72009141,-73.95538297,"(40.72009141, -73.95538297)",3,"Brooklyn","047","BK73","North Side-South Side",28145.4293281,28868408.4513,996617.718137472,201628.396395081
1250811,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","JM232 INC","232","232 TAAFFE PLACE",NA,"BROOKLYN","NY",11205,848474,"04/14/2011","04/01/2015","03/31/2017",40.69196979,-73.95980414,"(40.69196979, -73.95980414)",3,"Brooklyn","047","BK69","Clinton Hill",23971.4663298,20528197.4719,995396.883440254,191382.253616345
1220846,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SAZON INC","SAZON","105 READE STREET","CHAMBERS & DUANE","NEW YORK","NY",10013,835607,"02/26/2010","05/20/2014","01/31/2016",40.71571779,-74.00831266,"(40.71571779, -74.00831266)",1,"Manhattan","061","MN24","SoHo-TriBeCa-Civic Center-Little Italy",24277.7598984,24861793.073,981945.60217758,200031.912457506
1250813,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","647 NINTH AVE CORP","OBAO","647 9TH AVE",NA,"NEW YORK","NY",10036,843481,"02/11/2011","02/01/2015","01/31/2017",40.76051555,-73.99118988,"(40.76051555, -73.99118988)",1,"Manhattan","061","MN15","Clinton",35037.1715797,18381380.2263,986690.659908083,216353.165898556
1285420,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","BANGAGAN INC",NA,"41-03 162ND ST",NA,"FLUSHING","NY",11358,831902,"06/23/2015","06/23/2015","05/31/2017",40.76117,-73.80357,"(40.76117, -73.80357)",4,"Queens","081","QN51","Murray Hill",33266.9048118,52488277.1387,1038666.25246763,216652.492896544
1250820,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ORCHARD 85 CORP","STICKY RICE","85 87 ORCHARD STREET STORE # 5",NA,"NEW YORK","NY",10002,845104,"03/02/2011","03/01/2015","02/28/2017",40.71794532,-73.99038215,"(40.71794532, -73.99038215)",1,"Manhattan","061","MN27","Chinatown",20786.2843253,14501644.9496,986916.127554549,200843.506694823
1250828,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"RICHMOND","RUBY FALLS NIGHTLIFE LLC",NA,"45 PAGE AVENUE SUITE C",NA,"STATEN ISLAND","NY",10309,843355,"02/23/2011","02/01/2015","01/31/2017",40.52370478,-74.23474507,"(40.52370478, -74.23474507)",5,"Staten Island","085","SI11","Charleston-Richmond Valley-Tottenville",84932.9856515,145851899.548,918987.648505995,130163.818607545
1223091,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","GREAT PERFORMANCES/ARTISTS AS WAITRESSES INC AND W",NA,"675 W 252ND STREET",NA,"BRONX","NY",10471,847915,"04/17/2009","04/01/2015","03/31/2017",40.90017574,-73.91117963,"(40.90017574, -73.91117963)",2,"Bronx","005","BX22","North Riverdale-Fieldston-Riverdale",31856.0897336,49046341.3593,1008804.23210546,267248.847121802
1250847,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","DIVISION DEPARTMENT INC","SOHO LOUNGE","2213A & 2213B 65TH STREET",NA,"BROOKLYN","NY",11204,855057,"07/20/2011","10/23/2015","06/30/2017",40.61366581,-73.9810152,"(40.61366581, -73.9810152)",3,"Brooklyn","047","BK29","Bensonhurst East",33920.6767267,35776108.8936,989520.937981363,162851.959523147
1105056,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","CARIBBEAN SPORTS BAR & GRILL INC",NA,"244 GRAND STREET",NA,"BROOKLYN","NY",11211,834820,NA,"06/01/2014","05/31/2016",40.71351728,-73.95905159,"(40.71351728, -73.95905159)",3,"Brooklyn","047","BK73","North Side-South Side",28145.4293281,28868408.4513,995601.906475293,199232.74364873
