"License.Se","License.Ty","License.Cl","License._1","Agency.Zon","Agency.Z_1","County.Nam","Premises.N","Doing.Busi","Actual.Add","Additional","City","State","Zip","License.Ce","License.Or","License.Ef","License.Ex","Latitude","Longitude","Location","BoroCode","BoroName","CountyFIPS","NTACode","NTAName","Shape_Leng","Shape_Area","coords.x1","coords.x2"
1275754,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","TEMPO LIBERO BAR CORP",NA,"88-08 ROOSEVELT AVE","1ST FLOOR","JACKSON HEIGHTS","NY",11372,810622,"03/25/2014","03/25/2014","02/28/2016",40.74824794,-73.87744489,"(40.74824794, -73.87744489)",4,"Queens","081","QN29","Elmhurst",36711.470787,32675598.9,1018207.57803692,211907.309419122
1275736,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","DE HOOP CORP","KAIA WINE BAR","1614 3RD AVE",NA,"NEW YORK","NY",10128,810757,"04/17/2014","04/17/2014","03/31/2016",40.78174783,-73.95181593,"(40.78174783, -73.95181593)",1,"Manhattan","061","MN32","Yorkville",17409.2098543,13594779.6826,997594.135412545,224092.340843382
1275724,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","LA VUE CATERING INC","LA VUE","3202 EMMONS AVE",NA,"BROOKLYN","NY",11235,811041,"06/12/2014","06/12/2014","05/31/2016",40.58405477,-73.93285463,"(40.58405477, -73.93285463)",3,"Brooklyn","047","BK17","Sheepshead Bay-Gerritsen Beach-Manhattan Beach",91048.3498153,63342329.8713,1002900.50146484,152070.477001083
1275723,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","KQT LLC","CO BA 53","401 W 53RD ST",NA,"NEW YORK","NY",10019,810952,"05/28/2014","05/28/2014","04/30/2016",40.76536845,-73.98761126,"(40.76536845, -73.98761126)",1,"Manhattan","061","MN15","Clinton",35037.1715797,18381380.2263,987681.79184397,218121.35697282
1026784,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","THREE & SEVENTY THREE GOURMET LTD","BBQ","203 E 72ND STREET","AKA 1265 3RD AVENUE","NEW YORK","NY",10021,842615,"01/09/1990","01/01/2015","12/31/2016",40.76977379,-73.96052131,"(40.76977379, -73.96052131)",1,"Manhattan","061","MN31","Lenox Hill-Roosevelt Island",37708.4443316,21501564.9178,995185.226728603,219728.589863789
1273191,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ELEVATED 959 LLC","PULLMAN KITCHEN","959 2ND AVE",NA,"NEW YORK","NY",10022,852832,"10/25/2013","10/01/2015","09/30/2017",40.75541236,-73.96812753,"(40.75541236, -73.96812753)",1,"Manhattan","061","MN19","Turtle Bay-East Midtown",21638.7812063,17397872.2036,993080.279056914,214495.390965799
1275703,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"RICHMOND","ANNADALE TERRACE CORP",NA,"801 ANNADALE RD",NA,"STATEN ISLAND","NY",10312,810970,"05/30/2014","05/30/2014","04/30/2016",40.54234942,-74.17741362,"(40.54234942, -74.17741362)",5,"Staten Island","085","SI01","Annadale-Huguenot-Prince's Bay-Eltingville",71279.2844803,140798787.656,934940.310637963,136918.98716855
1271483,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","BLEACHERS 67 INC",NA,"6714 FOREST AVE","1ST FL","RIDGEWOOD","NY",11385,810386,"01/31/2014","01/31/2014","12/31/2015",40.70409011,-73.90173083,"(40.70409011, -73.90173083)",4,"Queens","081","QN20","Ridgewood",40645.3858295,50505245.357,1011496.47940329,195810.770998829
1182706,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PAESANO REST CORP","PAESANO OF MULBERRY STREET","136 MULBERRY ST","GRAND ST & HESTER ST","NEW YORK","NY",10013,831665,"04/02/2007","05/19/2015","03/31/2017",40.71844002,-73.99764703,"(40.71844002, -73.99764703)",1,"Manhattan","061","MN24","SoHo-TriBeCa-Civic Center-Little Italy",24277.7598984,24861793.073,984902.253008818,201023.603441243
1275686,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","EE BAR LLC","E'S BAR","511 AMSTERDAM AVE",NA,"NEW YORK","NY",10024,789405,"04/10/2014","10/29/2014","03/31/2016",40.78671415,-73.9757084,"(40.78671415, -73.9757084)",1,"Manhattan","061","MN12","Upper West Side",29158.1325969,34381053.1183,990976.833887362,225899.003063211
1200708,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JASPER HOSPITALITY LLC","THE EAST END BAR & GRILL","1664 1ST AVE",NA,"NEW YORK","NY",10028,855963,"01/29/2008","01/01/2016","12/31/2017",40.77742504,-73.94895587,"(40.77742504, -73.94895587)",1,"Manhattan","061","MN32","Yorkville",17409.2098543,13594779.6826,998387.120399334,222517.851179403
1247775,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ABURIYA CORP","ABURIYA KINNOSUKE","213 E 45TH STREET",NA,"NEW YORK","NY",10017,842727,"01/03/2011","01/01/2015","12/31/2016",40.75259389,-73.97266607,"(40.75259389, -73.97266607)",1,"Manhattan","061","MN19","Turtle Bay-East Midtown",21638.7812063,17397872.2036,991823.195415537,213468.106070917
1247781,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","BUDDA ASIAN & ITALIAN CUISINE CORP",NA,"1353 EDWARD L GRANT HIGHWAY",NA,"BRONX","NY",10452,851012,"08/23/2011","08/01/2015","07/31/2017",40.84019339,-73.92158055,"(40.84019339, -73.92158055)",2,"Bronx","005","BX26","Highbridge",18507.4240595,16457230.6256,1005948.48146581,245392.182861192
1227260,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","LA COCINA BORICUA INC.",NA,"2245B WESTCHESTER AVE",NA,"BRONX","NY",10462,856124,"01/19/2010","01/01/2016","12/31/2017",40.83433714,-73.85025632,"(40.83433714, -73.85025632)",2,"Bronx","005","BX59","Westchester-Unionport",26557.4090987,23945209.6251,1025687.36460994,243284.238304837
1275640,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TACOMBI HOLDING NA LLC","CAFE EL PRESIDENTE","30 W 24TH ST",NA,"NEW YORK","NY",10010,810783,"04/24/2014","04/24/2014","03/31/2016",40.74267992,-73.99022235,"(40.74267992, -73.99022235)",1,"Manhattan","061","MN13","Hudson Yards-Chelsea-Flatiron-Union Square",45454.7229508,37029727.2943,986959.419225371,209855.098282236
1275631,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","WINESOCIAL LLC","THE CAMLIN","175 KENT AVE",NA,"BROOKLYN","NY",11211,831064,"01/16/2015","01/16/2015","12/31/2016",40.71828278,-73.96391394,"(40.71828278, -73.96391394)",3,"Brooklyn","047","BK73","North Side-South Side",28145.4293281,28868408.4513,994253.228293531,200968.367771752
1275628,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","CRAB ADDISON INC","JOES CRAB SHACK","92-50 59TH AVE",NA,"ELMHURST","NY",11373,845583,"12/11/2014","12/11/2014","11/30/2016",40.73427515,-73.86895556,"(40.73427515, -73.86895556)",4,"Queens","081","QN29","Elmhurst",36711.470787,32675598.9,1020567.41613251,206819.988821324
1275618,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","FIGARO VILLAGGIO INC","LA ESQUINA BAR & GRILL","344 E 6TH ST",NA,"NEW YORK","NY",10003,846232,"02/07/2014","07/16/2015","01/31/2016",40.72694717,-73.98746455,"(40.72694717, -73.98746455)",1,"Manhattan","061","MN22","East Village",13539.285123,10897298.9126,987724.435000803,204123.260292367
1247869,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HUDSON FULTON CORPORATION","INDIAN ROAD CAFE & MARKET","600 W 218TH ST",NA,"NEW YORK","NY",10034,841602,"12/09/2010","12/01/2014","11/30/2016",40.87246301,-73.91724773,"(40.87246301, -73.91724773)",1,"Manhattan","061","MN01","Marble Hill-Inwood",31845.3222859,17732492.448,1007136.25566506,257150.342384436
1148202,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","WINNERS BAR INC",NA,"82 67 BROADWAY","WHITNEY AVE & ELMHURST AVE","ELMHURST","NY",11373,835592,"07/14/2004","07/01/2014","06/30/2016",40.74184762,-73.88091191,"(40.74184762, -73.88091191)",4,"Queens","081","QN29","Elmhurst",36711.470787,32675598.9,1017250.10663283,209574.145461509
1247884,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","17 MURRAY REST CORP","DARK HORSE","17 MURRAY STREET",NA,"NEW YORK","NY",10038,848114,"04/06/2011","04/01/2015","03/31/2017",40.71351682,-74.00809313,"(40.71351682, -74.00809313)",1,"Manhattan","061","MN24","SoHo-TriBeCa-Civic Center-Little Italy",24277.7598984,24861793.073,982006.385200264,199230.026406148
1275577,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","NEW ORIENTAL GUYANA RESTAURANT INC",NA,"115-22 LIBERTY AVE",NA,"RICHMOND HILL","NY",11419,855948,"01/17/2014","01/01/2016","12/31/2017",40.68579923,-73.82702688,"(40.68579923, -73.82702688)",4,"Queens","081","QN55","South Ozone Park",36708.2533755,82461495.8961,1032222.3150544,189178.944846381
1275555,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","FIFTYONE MERCHANTS LLC","VIA CAROTA","49 GROVE ST","STORE 1 2 3","NEW YORK","NY",10014,811164,"07/09/2014","07/09/2014","06/30/2016",40.73292478,-74.0039476,"(40.73292478, -74.0039476)",1,"Manhattan","061","MN23","West Village",29385.0304235,25000526.3287,983155.946785817,206300.866096599
1275554,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","ELLA HOSPITALITY LLC","MEADOWSWEET","149 BROADWAY",NA,"BROOKLYN","NY",11211,811320,"06/06/2014","08/08/2014","05/31/2016",40.71029748,-73.96336135,"(40.71029748, -73.96336135)",3,"Brooklyn","047","BK73","North Side-South Side",28145.4293281,28868408.4513,994407.625719945,198059.143920117
1026624,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","DRITON LLC","NINO'S RISTORANTE","1354 1ST AVENUE",NA,"NEW YORK","NY",10021,843194,"02/03/1998","02/01/2015","01/31/2017",40.76824408,-73.95557637,"(40.76824408, -73.95557637)",1,"Manhattan","061","MN31","Lenox Hill-Roosevelt Island",37708.4443316,21501564.9178,996555.211241388,219171.92171632
1148226,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","WOGIE'S INC",NA,"39 GREENWICH AVENUE","CHARLES & PERRY STREETS","NEW YORK","NY",10014,834644,"05/04/2004","05/01/2014","04/30/2016",40.73528702,-74.00040725,"(40.73528702, -74.00040725)",1,"Manhattan","061","MN23","West Village",29385.0304235,25000526.3287,984137.137152594,207161.479907972
1148229,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","363 WEST 46TH STREET TAVERN INC",NA,"363 W 46TH ST","8TH AVENUE & 9TH AVENUE","NEW YORK","NY",10036,803629,"04/12/2004","04/01/2014","03/31/2016",40.76058234,-73.98965019,"(40.76058234, -73.98965019)",1,"Manhattan","061","MN15","Clinton",35037.1715797,18381380.2263,987117.196017436,216377.546332164
1247956,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SOHA 116 RESTAURANT CORP","HARLEM TAVERN","301 W 116TH ST AKA 2153 8TH AV",NA,"NEW YORK","NY",10027,846608,"06/30/2011","06/01/2015","05/31/2017",40.80448532,-73.95536214,"(40.80448532, -73.95536214)",1,"Manhattan","061","MN11","Central Harlem South",16619.2958676,14436192.1854,996607.823834412,232375.873163691
1247960,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MIKNIC LLC","40KNOTS","200 COLUMBIA ST",NA,"BROOKLYN","NY",11231,842235,"12/02/2010","12/01/2014","11/30/2016",40.6852225,-74.00260809,"(40.6852225, -74.00260809)",3,"Brooklyn","047","BK33","Carroll Gardens-Columbia Street-Red Hook",60796.3891634,44600089.997,983526.666348018,188921.472032095
1200248,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SUPER GOURMET FOOD CORP","THUNDER JACKSONS","169 BLEECKER ST",NA,"NEW YORK","NY",10012,802557,"03/05/2008","03/01/2014","02/29/2016",40.72883054,-74.00036771,"(40.72883054, -74.00036771)",1,"Manhattan","061","MN23","West Village",29385.0304235,25000526.3287,984148.085159141,204809.18214183
1148524,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","IFETA CORP","DIWINE","4115 31ST AVE",NA,"ASTORIA","NY",11106,802644,"03/26/2004","03/01/2014","02/29/2016",40.76093284,-73.9161226,"(40.76093284, -73.9161226)",4,"Queens","081","QN70","Astoria",32530.6527824,39334413.9505,1007486.33433946,216516.200390608
1275456,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","VIENNA 2 INC","WERKSTATT","509 CONEY ISLAND AVE",NA,"BROOKLYN","NY",11218,831262,"03/09/2015","03/09/2015","02/28/2017",40.64529972,-73.97047203,"(40.64529972, -73.97047203)",3,"Brooklyn","047","BK42","Flatbush",38737.8529149,45254807.6107,992444.257594124,174377.848195645
1283628,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SAIGON CAF? 89 INC",NA,"612 AMSTERDAM AVE",NA,"NEW YORK","NY",10024,831400,"04/07/2015","04/07/2015","03/31/2017",40.79005,-73.97336,"(40.79005, -73.97336)",1,"Manhattan","061","MN12","Upper West Side",29158.1325969,34381053.1183,991626.783568682,227114.556647814
1255421,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","NATALIA BAR CORP","NATALIAS BAR","62 10 39TH AVE",NA,"WOODSIDE","NY",11377,854242,"12/06/2011","12/01/2015","11/30/2017",40.74683371,-73.9015362,"(40.74683371, -73.9015362)",4,"Queens","081","QN63","Woodside",27872.1859801,28245720.1891,1011532.93858045,211383.6391625
1275414,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","STOUT II INC","STOUT NYC","90 JOHN ST",NA,"NEW YORK","NY",10038,810701,"04/09/2014","04/09/2014","03/31/2016",40.70822257,-74.00650859,"(40.70822257, -74.00650859)",1,"Manhattan","061","MN25","Battery Park City-Lower Manhattan",45693.0989312,19054192.6064,982445.515364776,197301.134353009
1026729,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","POST HOUSE INVESTORS LP","POST HOUSE","28 E 63RD STREET",NA,"NEW YORK","NY",10021,851227,"09/19/1993","09/01/2015","08/31/2017",40.76587429,-73.96913572,"(40.76587429, -73.96913572)",1,"Manhattan","061","MN40","Upper East Side-Carnegie Hill",23778.4063885,20065329.4081,992799.616674102,218306.914722912
1131102,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","475 SOHO LLC","DOS CAMINOS SOHO","475 477 W BROADWAY",NA,"NEW YORK","NY",10012,842099,"12/19/2002","12/01/2014","11/30/2016",40.72663744,-74.00005664,"(40.72663744, -74.00005664)",1,"Manhattan","061","MN24","SoHo-TriBeCa-Civic Center-Little Italy",24277.7598984,24861793.073,984234.301089016,204010.167445637
1266869,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","JJT HOSPITALITY LLC","HUNTER'S","213 SMITH ST",NA,"BROOKLYN","NY",11201,839190,"12/18/2012","11/01/2014","10/31/2016",40.68456783,-73.99192705,"(40.68456783, -73.99192705)",3,"Brooklyn","047","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",32546.1319301,28477084.9305,986488.992415235,188683.049140152
1248128,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LUCKY SEVEN RESTAURANT & BAR LLC",NA,"1447 1457 ST NICHOLAS AVENUE",NA,"NEW YORK","NY",10033,850218,"07/12/2011","07/01/2015","06/30/2017",40.85045728,-73.93296985,"(40.85045728, -73.93296985)",1,"Manhattan","061","MN35","Washington Heights North",26623.8740416,22662313.0353,1002794.22750228,249129.087514413
1243810,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","JUNE SING RESTAURANT INC","NEW THRIVING RESTAURANT","120 12 LIBERTY AVE","120TH & 121ST STREET","S RICHMOND HILL","NY",11419,848074,"05/13/2011","05/01/2015","04/30/2017",40.68660028,-73.82308915,"(40.68660028, -73.82308915)",4,"Queens","081","QN55","South Ozone Park",36708.2533755,82461495.8961,1033313.81307531,189472.971110643
1199901,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","ASTORIA APPLE LLC","APPLEBEE'S NEIGHBORHOOD GRILL & BAR","3801 35TH AVE",NA,"LONG ISLAND CITY","NY",11101,856371,"01/17/2008","01/01/2016","12/31/2017",40.75549871,-73.92288218,"(40.75549871, -73.92288218)",4,"Queens","081","QN70","Astoria",32530.6527824,39334413.9505,1005615.48925033,214534.649367556
1275363,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HI DELANCEY RESTAURANT LLC & EATDRINKINNOVATE LLC",NA,"148-150 DELANCEY ST",NA,"NEW YORK","NY",10002,845764,"01/24/2014","03/05/2015","12/31/2015",40.71814035,-73.98649494,"(40.71814035, -73.98649494)",1,"Manhattan","061","MN28","Lower East Side",25466.6286974,23297706.6782,987993.675266324,200914.704311775
1273154,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","NAKORNTHAI INC","THAI KITCHEN BY THE SEA","67-20 ROCKAWAY BEACH BLVD","SPACE H","ARVERNE","NY",11692,810726,"04/10/2014","04/10/2014","03/31/2016",40.59075903,-73.79621219,"(40.59075903, -73.79621219)",4,"Queens","081","QN12","Hammels-Arverne-Edgemere",83820.1012824,61904102.9973,1040848.99185388,154571.69618768
1227251,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","208 01 NORTHERN BLVD RESTAURANT CORP","VERANDA RESTAURANT CAFE","208 01 NORTHERN BLVD","208TH AND 209TH STREETS","BAYSIDE","NY",11361,854497,"12/15/2009","12/01/2015","11/30/2017",40.75879089,-73.77557958,"(40.75879089, -73.77557958)",4,"Queens","081","QN46","Bayside-Bayside Hills",43014.8054344,80797536.0793,1046422.53635101,215804.334842396
1275348,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","HOWARD PROJECT LLC","LE FANFARE","1103 MANHATTAN AVE",NA,"BROOKLYN","NY",11222,811249,"07/28/2014","07/28/2014","06/30/2016",40.73624916,-73.95524891,"(40.73624916, -73.95524891)",3,"Brooklyn","047","BK76","Greenpoint",29112.4640472,35338772.1582,996651.871803755,207515.185430473
1127000,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TECTON CAFE INC","ESTANCIA 460","460 GREENWICH STREET","DESBROSSES & WATTS STREETS","NEW YORK","NY",10013,803617,"05/13/2002","05/01/2014","04/30/2016",40.72374617,-74.00954668,"(40.72374617, -74.00954668)",1,"Manhattan","061","MN24","SoHo-TriBeCa-Civic Center-Little Italy",24277.7598984,24861793.073,981603.831539357,202956.9324842
1275326,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","FATTY'S INC","FATTY'S CAFE","45-17 28TH AVE",NA,"ASTORIA","NY",11103,851958,"04/17/2014","09/01/2015","08/31/2017",40.76334682,-73.90902725,"(40.76334682, -73.90902725)",4,"Queens","081","QN70","Astoria",32530.6527824,39334413.9505,1009451.02632693,217397.653890373
1150575,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","DEITY II INC",NA,"368 ATLANTIC AVENUE","BOND ST & NEVINS ST","BROOKLYN","NY",11217,854021,"10/24/2007","10/01/2015","09/30/2017",40.68740194,-73.98621311,"(40.68740194, -73.98621311)",3,"Brooklyn","047","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",32546.1319301,28477084.9305,988073.562650763,189715.795593499
1248213,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","DAI DO KO RO INC","CHIMAC","42 24 26 BELL BOULEVARD",NA,"BAYSIDE","NY",11361,845040,"03/09/2011","03/01/2015","02/28/2017",40.76234342,-73.77045369,"(40.76234342, -73.77045369)",4,"Queens","081","QN46","Bayside-Bayside Hills",43014.8054344,80797536.0793,1047839.19753446,217102.313177592
1199777,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHIPOTLE MEXICAN GRILL OF COLORADO, LLC","CHIPOTLE MEXICAN GRILL","269 AMSTERDAM AVE","AKA 175 W 72ND AVE","NEW YORK","NY",10023,834868,"05/22/2008","05/01/2014","04/30/2016",40.77894757,-73.98136105,"(40.77894757, -73.98136105)",1,"Manhattan","061","MN14","Lincoln Square",19866.0532381,15805667.7403,989412.103231036,223068.990464005
1143067,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","LABADEE MANOIR INC",NA,"2071315 JAMAICA AVE","JAMAICA AVE BET 207 & 208TH ST","JAMAICA","NY",11428,855028,"12/04/2003","12/01/2015","11/30/2017",40.71418734,-73.75303505,"(40.71418734, -73.75303505)",4,"Queens","081","QN34","Queens Village",41782.4002821,69533432.3666,1052713.9823612,199570.724709138
1199717,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SULLIVAN ST BISTRO INC","SULLIVAN ST BISTRO","169 SULLIVAN ST","W HOUSTON ST & BLEECKER ST","NEW YORK","NY",10012,856444,"12/12/2007","12/02/2015","11/30/2017",40.72772681,-74.00125306,"(40.72772681, -74.00125306)",1,"Manhattan","061","MN23","West Village",29385.0304235,25000526.3287,983902.694988828,204407.061241226
1275274,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","HOUSE OF HEALTH HEALING AND HAPPINESS INC, THE",NA,"405 E 6TH ST",NA,"NEW YORK","NY",10009,855996,"01/30/2014","01/04/2016","12/31/2017",40.72633313,-73.98601043,"(40.72633313, -73.98601043)",1,"Manhattan","061","MN22","East Village",13539.285123,10897298.9126,988127.507347411,203899.607494532
1275273,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","28 W 40TH ST",NA,"NEW YORK","NY",10018,856580,"01/27/2014","01/07/2016","12/31/2017",40.75253285,-73.98261735,"(40.75253285, -73.98261735)",1,"Manhattan","061","MN17","Midtown-Midtown South",27035.7381234,30192056.8923,989066.077570551,213445.163497727
1248232,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","ANANDKAR CORP","BUNGALO","32 03 BROADWAY",NA,"ASTORIA","NY",11106,842850,"01/31/2011","01/01/2015","12/31/2016",40.76163867,-73.92451619,"(40.76163867, -73.92451619)",4,"Queens","081","QN70","Astoria",32530.6527824,39334413.9505,1005160.85930709,216771.242214978
1148618,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","MYMOON CORP","MYMOON","184 96 NORTH 10TH STREET","BEDFORD & DRIGGS","BROOKLYN","NY",11211,831709,"04/21/2005","04/01/2015","03/31/2017",40.71893912,-73.95515751,"(40.71893912, -73.95515751)",3,"Brooklyn","047","BK73","North Side-South Side",28145.4293281,28868408.4513,996680.429934722,201208.613772329
1199665,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","STUFFED OWL LLC, THE","THE HABITAT","988 990 MANHATTAN AVE","INDIA & HURON","BROOKLYN","NY",11222,803477,"04/03/2008","04/01/2014","03/31/2016",40.732876,-73.95462311,"(40.732876, -73.95462311)",3,"Brooklyn","047","BK76","Greenpoint",29112.4640472,35338772.1582,996825.93639008,206286.326639087
1275252,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","525 BROOME STREET RESTAURANT LLC","CHALK POINT KITCHEN","525 BROOME ST",NA,"NEW YORK","NY",10013,810702,"04/09/2014","04/09/2014","03/31/2016",40.72388414,-74.00406693,"(40.72388414, -74.00406693)",1,"Manhattan","061","MN24","SoHo-TriBeCa-Civic Center-Little Italy",24277.7598984,24861793.073,983122.722283,203007.081189873
1148622,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","BICHEIROS CAFE INC",NA,"105 05 JAMAICA AVENUE","105TH & 106TH STREETS","RICHMOND HILL","NY",11418,835338,"05/06/2004","05/08/2014","04/30/2016",40.69527833,-73.84193686,"(40.69527833, -73.84193686)",4,"Queens","081","QN54","Richmond Hill",33791.5704516,50978895.7612,1028080.95859129,192624.639637031
1248277,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","OTG MANAGEMENT JFK LLC","CROQUE MADAME","JFK INT'L AIRPORT TERM 2 G 21",NA,"JAMAICA","NY",11430,841522,"12/08/2010","12/01/2014","11/30/2016",40.65394477,-73.79089912,"(40.65394477, -73.79089912)",4,"Queens","081","QN98","Airport",134833.935176,227761739.697,1042269.66327047,177595.345359648
1248282,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","513 COLUMBUS LLC","BAR COTTA","513 COLUMBUS AVENUE",NA,"NEW YORK","NY",10024,844002,"02/01/2011","02/02/2015","01/31/2017",40.78560901,-73.97272815,"(40.78560901, -73.97272815)",1,"Manhattan","061","MN12","Upper West Side",29158.1325969,34381053.1183,991802.250539721,225496.605710743
1248293,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PARLOR CLUB NYC LLC",NA,"290 HUDSON STREET",NA,"NEW YORK","NY",10013,849854,"06/09/2011","06/03/2015","05/31/2017",40.72563954,-74.00749921,"(40.72563954, -74.00749921)",1,"Manhattan","061","MN24","SoHo-TriBeCa-Civic Center-Little Italy",24277.7598984,24861793.073,982171.41255205,203646.690510988
1248295,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","LIONS 95 INC",NA,"282 ATLANTIC AVENUE",NA,"BROOKLYN","NY",11201,845405,"04/19/2011","04/01/2015","03/31/2017",40.68877166,-73.98980397,"(40.68877166, -73.98980397)",3,"Brooklyn","047","BK38","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",32546.1319301,28477084.9305,987077.639790474,190214.688241514
1272905,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","1647 SECOND AVE CORP","THE SUPPLY HOUSE","1647 2ND AVE",NA,"NEW YORK","NY",10028,853427,"10/31/2013","10/01/2015","09/30/2017",40.77744353,-73.95203938,"(40.77744353, -73.95203938)",1,"Manhattan","061","MN32","Yorkville",17409.2098543,13594779.6826,997533.11160548,222524.105098487
1199636,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TREATY MANAGEMENT INC","SIN BIN","1074 1ST AVE","AKA 401 E 58TH ST","NEW YORK","NY",10022,810595,"03/12/2008","03/01/2014","02/29/2016",40.75947959,-73.96205995,"(40.75947959, -73.96205995)",1,"Manhattan","061","MN19","Turtle Bay-East Midtown",21638.7812063,17397872.2036,994760.662332862,215977.88520063
1199615,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","PEANUT INDUSTRIES INC","VELVET LOUNGE","174 BROADWAY",NA,"BROOKLYN","NY",11211,854594,"11/23/2007","11/01/2015","10/31/2017",40.7100084,-73.96257967,"(40.7100084, -73.96257967)",3,"Brooklyn","047","BK73","North Side-South Side",28145.4293281,28868408.4513,994624.382091227,197953.91495908
1275217,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","AZ HOLDING CORPORATION","DRUNKEN HORSE","225 10TH AVE",NA,"NEW YORK","NY",10011,855724,"01/27/2014","01/01/2016","12/31/2017",40.74779279,-74.00408856,"(40.74779279, -74.00408856)",1,"Manhattan","061","MN13","Hudson Yards-Chelsea-Flatiron-Union Square",45454.7229508,37029727.2943,983117.133414033,211717.755490614
