"License.Serial.Number","License.Type.Name","License.Class.Code","License.Type.Code","Agency.Zone.Office.Name","Agency.Zone.Office.Number","County.Name..Licensee.","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","License.Certificate.Number","License.Original.Issue.Date","License.Effective.Date","License.Expiration.Date","Latitude","Longitude","Location"
1188073,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MARIA S MONT BLANC RESTAURANT CORP","MARIA'S MONT BLANC RESTAURANT","315 W 48TH STREET","","NEW YORK","NY",10036,849605,"06/28/2007","06/01/2015","05/31/2017",40.76126454,-73.98740105,"(40.76126454, -73.98740105)"
1137794,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","AAG CREPE HOUSE INC","XOXO","2027 EMMONS AVENUE 2ND FLOOR","EAST 21ST STREET & E 22ND ST","BROOKLYN","NY",11235,850623,"07/01/2003","07/01/2015","06/30/2017",40.58374504,-73.9481676,"(40.58374504, -73.9481676)"
1254942,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BIGTOM INC","THE IRISH AMERICAN","17 JOHN ST","","NEW YORK","NY",10038,853393,"10/14/2011","10/01/2015","09/30/2017",40.70992644,-74.0088763,"(40.70992644, -74.0088763)"
1253459,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BURGER FULTON LLC","121 FULTON STREET","121 FULTON STREET","","NEW YORK","NY",10007,853465,"10/03/2011","10/01/2015","09/30/2017",40.71010597,-74.00739058,"(40.71010597, -74.00739058)"
1265468,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","780 WASHINGTON LLC","SUNSHINE CO","780 WASHINGTON AVE","","BROOKLYN","NY",11238,845888,"02/14/2013","04/17/2015","01/31/2017",40.6745891,-73.96314991,"(40.6745891, -73.96314991)"
1286191,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","FTG COMPANY USA INC","YAKINIKU FUTAGO","37 W 17TH ST","","NEW YORK","NY",10011,831944,"07/02/2015","07/02/2015","06/30/2017",40.73889,-73.99401,"(40.73889, -73.99401)"
1132190,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"RICHMOND","PPR RESTAURANT INC","NUCCI'S SOUTH","4842 4844 4846 ARTHUR KILL RD","S BRIDGE ST&RICHMONDVALLEY RD","STATEN ISLAND","NY",10309,837374,"09/25/2002","09/01/2014","08/31/2016",40.52461927,-74.23927056,"(40.52461927, -74.23927056)"
1156005,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ARBESA REST CORP","NINO'S TUSCANY","117 W 58TH STREET","6TH & 7TH AVENUES","NEW YORK","NY",10019,839095,"11/18/2004","11/01/2014","10/31/2016",40.76527212,-73.97717637,"(40.76527212, -73.97717637)"
1012250,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","SKI BAR INC","PIT STOP BAR","152 MESEROLE AVENUE","","BROOKLYN","NY",11222,851158,"","10/01/2015","09/30/2017",40.72785633,-73.95024237,"(40.72785633, -73.95024237)"
1040713,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","ROYS REST & SPORTS BAR INC","ROYS PUB","111 01 LIBERTY AVENUE","","RICHMOND HILL","NY",11419,853735,"11/01/1995","11/01/2015","10/31/2017",40.68480867,-73.83112545,"(40.68480867, -73.83112545)"
1236389,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","MONTE BRISA CORP","EL CONQUISTADOR RESTAURANT","301 E BURNSIDE AVENUE","VALENTINE AVE AND RYER AVE","BRONX","NY",10457,856539,"01/21/2010","01/06/2016","12/31/2017",40.85074484,-73.90125397,"(40.85074484, -73.90125397)"
1102278,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LLB INC","PASCALOU","1308 MADISON AVENUE","","NEW YORK","NY",10128,788594,"","03/01/2014","02/29/2016",40.78508606,-73.95577794,"(40.78508606, -73.95577794)"
1253374,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","PACOS TACOS OF BROOKLYN INC","PACOS TACOS","2368 FLATBUSH AVE","","BROOKLYN","NY",11234,846939,"06/21/2011","06/01/2015","05/31/2017",40.61238574,-73.92570324,"(40.61238574, -73.92570324)"
1040725,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","LENS BAR & GRILL LTD","THE TIC TAVERN","125 17 ROCKAWAY BLVD","","SOUTH OZONE PARK","NY",11420,848442,"","04/01/2015","03/31/2017",40.6754443,-73.81250785,"(40.6754443, -73.81250785)"
1289611,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LINCOLN SQUARE STEAK LLC","","210 W 70TH ST","","NEW YORK","NY",10023,839610,"12/07/2015","12/07/2015","11/30/2017",40.77762,-73.98361,"(40.77762, -73.98361)"
1289631,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","CSJ 149 CORP","","149-14 41ST AVE","","FLUSHING","NY",11354,839644,"12/11/2015","12/11/2015","11/30/2017",40.76211,-73.81525,"(40.76211, -73.81525)"
1236535,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","DREAM TEAM PARTNERS LLC","RICE N BEANS","744 9TH AVENUE","","NEW YORK","NY",10019,802925,"03/25/2010","03/01/2014","02/29/2016",40.7635416,-73.98880583,"(40.7635416, -73.98880583)"
1012267,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","FIORENTINO RISTORANTE INC","","311 13 AVENUE U","","BROOKLYN","NY",11223,852810,"","09/01/2015","08/31/2017",40.64216507,-73.98459144,"(40.64216507, -73.98459144)"
1236565,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LYCHEE HOUSE INC","LYCHEE HOUSE","141 E 55 ST","LEXINGTON & THIRD AVENUES","NEW YORK","NY",10022,803292,"04/28/2010","04/01/2014","03/31/2016",40.75954028,-73.96988574,"(40.75954028, -73.96988574)"
1236613,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","THT RESTAURANT GROUP LLC","THISTLE HILL TAVERN","362 15TH STREET","15TH AND 16TH STREETS","BROOKLYN","NY",11215,834951,"05/06/2010","05/01/2014","04/30/2016",40.66313346,-73.984408,"(40.66313346, -73.984408)"
1286170,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","RIVERWALK MANAGEMENT INC","NAKED DOG","47 JAVA ST","","BROOKLYN","NY",11222,832180,"09/01/2015","09/01/2015","08/31/2017",40.73133,-73.95935,"(40.73133, -73.95935)"
1228611,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CERELI INC","MOLE","57 JANE ST","HUDSON & JANE STREETS","NEW YORK","NY",10014,855662,"01/15/2010","01/01/2016","12/31/2017",40.73819167,-74.00553761,"(40.73819167, -74.00553761)"
1114075,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BOWERY TECH RESTAURANT LLC","THE BOWERY ELECTRIC","327 BOWERY","","NEW YORK","NY",10003,852754,"09/25/2001","09/01/2015","08/31/2017",40.72569061,-73.99187633,"(40.72569061, -73.99187633)"
1236665,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","TANDOORI FOOD & BAKERY INC","TANDOORI FOOD & BAKERY","99 04/06 63RD ROAD","B/N 99TH STREET & 102 STREET","REGO PARK","NY",11374,855452,"01/12/2010","01/01/2016","12/31/2017",40.73248155,-73.85681354,"(40.73248155, -73.85681354)"
1138151,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","REGO PARK APPLE LLC","APPLEBEE'S NGHBRHOOD GRILL/BAR","95 25 QUEENS BOULEVARD STORE 4","62ND DR & JUNCTION BLVD","REGO PARK","NY",11374,846684,"06/04/2003","06/01/2015","05/31/2017",40.73092858,-73.86385523,"(40.73092858, -73.86385523)"
1236729,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","22 NOODLE MARKET CORP","OBAO","222 E 53RD STREET","","NEW YORK","NY",10022,803220,"03/09/2010","03/05/2014","02/29/2016",40.75741566,-73.96888313,"(40.75741566, -73.96888313)"
1012270,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","IRG REALTY CORP","","512 AVENUE U","","BROOKLYN","NY",11223,836624,"04/18/2013","05/30/2014","04/30/2016",40.59764574,-73.96668721,"(40.59764574, -73.96668721)"
1012008,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","GIANDO ON THE WATER INC","GIANDO ON THE WATER","412 420 KENT AVENUE","","BROOKLYN","NY",11211,843144,"","02/01/2015","01/31/2017",40.71007379,-73.96859038,"(40.71007379, -73.96859038)"
1253276,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GUZAN INC","","1534 3RD AVE","","NEW YORK","NY",10028,855543,"01/11/2012","01/01/2016","12/31/2017",40.77899189,-73.95391417,"(40.77899189, -73.95391417)"
1040776,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","981 HILL INC","WINCHESTERS","233 12 HILLSIDE AVENUE","","QUEENS VILLAGE","NY",11427,851120,"","09/01/2015","08/31/2017",40.73331748,-73.73692766,"(40.73331748, -73.73692766)"
1155713,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","4199 CRYSTAL II RESTAURANT CORP","GUADALUPE BAR AND GRILL","597 W 207TH ST","BROADWAY & 207TH STREET","NEW YORK","NY",10034,843106,"12/08/2004","12/31/2014","11/30/2016",40.86759178,-73.92107065,"(40.86759178, -73.92107065)"
1012275,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","SAHARA RESTAURANT CORP","SAHARA MEDITERRANEAN","2335 2337 CONEY ISLAND AVE","","BROOKLYN","NY",11223,836219,"","07/01/2014","06/30/2016",40.59999193,-73.96124781,"(40.59999193, -73.96124781)"
1236955,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MOZ RESTAURANT INC","MEME","581 HUDSON STREET","","NEW YORK","NY",10014,836119,"08/31/2010","08/01/2014","07/31/2016",40.73643085,-74.0059213,"(40.73643085, -74.0059213)"
1040852,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","ROTI CORNER INC","","180 18 HILLSIDE AVE","","JAMAICA","NY",11432,842317,"12/05/2008","12/01/2014","11/30/2016",40.71294452,-73.78216295,"(40.71294452, -73.78216295)"
1237043,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","UNION SQUARE OPERATING INC","T.G.I. FRIDAY'S AND TIM HORTON'S","34 UNION SQUARE EAST","16TH 15TH ST","NEW YORK","NY",10003,835092,"06/16/2010","06/01/2014","05/31/2016",40.73616616,-73.98913282,"(40.73616616, -73.98913282)"
1237104,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","DOW YOUNG GROUP INC","THE COMMODORE","366 METROPOLITAN AVE","","BROOKLYN","NY",11211,803539,"04/06/2010","04/01/2014","03/31/2016",40.71402579,-73.95581289,"(40.71402579, -73.95581289)"
1012290,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","CARIBBEAN SPOTLIGHT INC","THE BUZZ","103 EMPIRE BLVD","","BROOKLYN","NY",11225,851079,"09/18/1998","09/01/2015","08/31/2017",40.66348227,-73.95870171,"(40.66348227, -73.95870171)"
1283989,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BRITS ON MADISON LLC & JASON ATHERTON US LTD","SUR ORGANIZATION LLC/ THE CLOCKTOWER","5 MADISON AVE","","NEW YORK","NY",10010,832380,"04/14/2015","10/14/2015","03/31/2017",40.74115,-73.9877,"(40.74115, -73.9877)"
1290140,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","CALA D OR GROUP LLC","SALUD RESTAURANT","7204 3RD AVE","","BROOKLYN","NY",11209,839650,"12/14/2015","12/14/2015","11/30/2017",40.6334,-74.02716,"(40.6334, -74.02716)"
1100561,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","RAROC LLC","CUCINA","30 ROCKEFELLER PLAZA","CONCOURSE LEVEL","NEW YORK","NY",10112,803219,"03/06/2003","04/01/2014","03/31/2016",40.75846943,-73.97904258,"(40.75846943, -73.97904258)"
1040886,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","H J H RESTAURANT INC","","94 02 SUTPHIN BLVD","","JAMAICA","NY",11435,788926,"","03/01/2014","02/29/2016",40.69893732,-73.80696702,"(40.69893732, -73.80696702)"
1040887,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","J F V ENTERPRISES INC","FLAGSHIP DINER","138 20 QUEENS BLVD","","JAMAICA","NY",11435,838356,"10/17/1994","10/01/2014","09/30/2016",40.70834295,-73.81840182,"(40.70834295, -73.81840182)"
1012005,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","FROST RESTAURANT INC","","193 FROST ST","","BROOKLYN","NY",11211,844930,"","03/01/2015","02/28/2017",40.7182866,-73.94334305,"(40.7182866, -73.94334305)"
1040888,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","JASODRA HENRY","","148 33 HILLSIDE AVENUE","","JAMAICA","NY",11435,803674,"","03/19/2014","01/31/2016",40.70625956,-73.80828771,"(40.70625956, -73.80828771)"
1040905,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","88 ROCK B D INC","ROCKAWAY BEACH INN","88 22 ROCKAWAY BEACH BLVD","","ROCKAWAY BEACH","NY",11693,848703,"","05/01/2015","04/30/2017",40.58733226,-73.81328737,"(40.58733226, -73.81328737)"
1237340,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","785 CAFE INC","THE BRICKYARD GASTROPUB","785 9TH AVENUE","","NEW YORK","NY",10019,839307,"11/18/2010","11/01/2014","10/31/2016",40.76490908,-73.9879803,"(40.76490908, -73.9879803)"
1290352,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","FIVE AND ONE INC","FRANKIE & JOHNNIES REST","320 W 46TH ST","","NEW YORK","NY",10036,839709,"12/31/2015","12/31/2015","12/31/2016",40.76006,-73.98886,"(40.76006, -73.98886)"
1040914,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","KERRY HILLS CORP","","115 10 ROCKAWAY BEACH BLVD","","ROCKAWAY PARK","NY",11694,846274,"07/31/2015","08/01/2015","07/31/2017",40.5800919,-73.83641669,"(40.5800919, -73.83641669)"
1276178,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","JELL HOLDINGS LLC","THE GANDER","15 W 18TH ST","","NEW YORK","NY",10011,810680,"04/03/2014","04/03/2014","03/31/2016",40.73868585,-73.99228539,"(40.73868585, -73.99228539)"
1040915,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","MAGNET TAVERN & REST INC","JAMESON'S PUB","421 BEACH 129TH ST","","BELLE HARBOR","NY",11694,854351,"10/14/1998","10/01/2015","09/30/2017",40.57892043,-73.84977833,"(40.57892043, -73.84977833)"
1012307,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","FRANKLYN CIPRIANI","","2602 TILDEN AVE","","BROOKLYN","NY",11226,854531,"10/29/2001","11/01/2015","10/31/2017",40.64668651,-73.95265343,"(40.64668651, -73.95265343)"
1237654,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","CTM BDWY LLC","PUNCH BAR & GRILL","913 BROADWAY","","NEW YORK","NY",10010,835891,"07/14/2010","07/01/2014","06/30/2016",40.7396066,-73.98972433,"(40.7396066, -73.98972433)"
1283983,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","VER34 LLC","WINE: 34","127 E 34TH ST","","NEW YORK","NY",10016,832428,"10/26/2015","10/26/2015","09/30/2017",40.74672,-73.97995,"(40.74672, -73.97995)"
1204360,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","LUCKY STRIKE MANHATTAN LLC","LUCKY STRIKE LANES","624 660 W 42ND STREET","11TH & 12TH AVENUES","NEW YORK","NY",10036,838794,"10/20/2008","10/01/2014","09/30/2016",40.7614036,-74.00004949,"(40.7614036, -74.00004949)"
1155333,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","PMC CORP","THE ABBEY TAVERN","354 3RD AVENUE","3RD AVENUE & 26TH STREET","NEW YORK","NY",10010,841578,"11/29/2004","11/01/2014","10/31/2016",40.74065832,-73.98188704,"(40.74065832, -73.98188704)"
1290585,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","547 LENOX BARBQ REST CORP","HARLEM BAR-B-Q","547 LENOX AVE","100 W 138TH ST","NEW YORK","NY",10037,839654,"12/15/2015","12/15/2015","11/30/2017",40.81591,-73.93987,"(40.81591, -73.93987)"
1012310,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","HQ LOUNGE INC","","1609 NOSTRAND AVENUE","","BROOKLYN","NY",11226,835246,"04/26/2005","05/06/2014","04/30/2016",40.64683838,-73.94906883,"(40.64683838, -73.94906883)"
1290759,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","N156ST F&B INC","PIZZAMARU","156-16 NORTHERN BLVD","","FLUSHING","NY",11354,839706,"12/30/2015","12/30/2015","11/30/2017",40.76364,-73.80873,"(40.76364, -73.80873)"
1138858,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BD STANHOPE LLC","","369 W 16TH ST","","NEW YORK","NY",10011,846913,"06/25/2003","06/01/2015","05/31/2017",40.74194599,-74.00347213,"(40.74194599, -74.00347213)"
1290851,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","TJH MAHASARN LLC","HOUSE OF THAI","25-01 40TH AVE","","LONG ISLAND CITY","NY",11101,839752,"01/14/2016","01/14/2016","12/31/2017",40.75342,-73.93795,"(40.75342, -73.93795)"
2111412,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","COLUMBIA 4 LLC","ALMA","187 COLUMBIA STREET","SACKETT & DEGRAW","BROOKLYN","NY",11231,803808,"04/01/2002","04/01/2014","03/31/2016",40.68569802,-74.00230492,"(40.68569802, -74.00230492)"
1228396,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","18TH AVE CAFFE ITALIA INC","CAFFE ITALIA","6917 18TH AVE","","BROOKLYN","NY",11204,855758,"01/12/2010","01/01/2016","12/31/2017",40.61667607,-73.99255882,"(40.61667607, -73.99255882)"
1012312,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","QUEEN ESTER GREEN","QUEEN BEES CORNER","3023 CHURCH AVENUE","","BROOKLYN","NY",11226,803582,"","05/01/2014","04/30/2016",40.65086565,-73.94934363,"(40.65086565, -73.94934363)"
1238203,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","DT HOSPITALITY GROUP INC","CO BA","110 9TH AVE","","NEW YORK","NY",10011,835858,"06/18/2010","06/01/2014","05/31/2016",40.74306205,-74.00373407,"(40.74306205, -74.00373407)"
1139010,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","N E C F INC","MR DENNEHY'S","63 CARMINE STREET","","NEW YORK","NY",10014,850086,"04/18/2006","07/01/2015","06/30/2017",40.72979792,-74.00429105,"(40.72979792, -74.00429105)"
1012317,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","2294 MICHELLES BAR INC","","2294 BEDFORD AVENUE","","BROOKLYN","NY",11226,849710,"","06/01/2015","05/31/2017",40.64782505,-73.95581161,"(40.64782505, -73.95581161)"
1238441,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","ZENGO NYC LLC","","622 3RD AVENUE","SOUTH STORE","NEW YORK","NY",10017,803924,"04/16/2010","04/01/2014","03/31/2016",40.74956643,-73.97531478,"(40.74956643, -73.97531478)"
1286097,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","LA POTENCIA RESTAURANT CORP","","1898 JEROME AVE","","BRONX","NY",10453,831985,"07/14/2015","07/14/2015","06/30/2017",40.85015,-73.91052,"(40.85015, -73.91052)"
1238522,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BOWLMOR TIMES SQUARE LLC","BOWLMOR LANES","222 W 44TH STREET","","NEW YORK","NY",10036,838908,"11/23/2010","11/01/2014","10/31/2016",40.75771589,-73.98708107,"(40.75771589, -73.98708107)"
1228353,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","R ANDREW HEIDEL INC","WAY STATION","683 685 WASHINGTON AVENUE","PROSPECT PLACE & ST. MARKS AVE","BROOKLYN","NY",11238,843174,"02/23/2011","02/01/2015","01/31/2017",40.67671973,-73.96347886,"(40.67671973, -73.96347886)"
1276164,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","300 PARK FOOD LLC","CAFE DUKE","300 PARK AVE GROUND FLOOR","","NEW YORK","NY",10022,811009,"06/09/2014","06/09/2014","05/31/2016",40.75661681,-73.97454929,"(40.75661681, -73.97454929)"
1276168,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","NEW TALENT ZONE CORP","VENUE","119-30 METROPOLITAN AVE","","KEW GARDENS","NY",11415,810506,"02/28/2014","02/28/2014","01/31/2016",40.7060737,-73.83172389,"(40.7060737, -73.83172389)"
1139184,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","SHADWICK INC","BRAVEST","700 2ND AVENUE","38TH STREET & 2ND AVENUE","NEW YORK","NY",10016,849443,"08/16/2006","06/01/2015","05/31/2017",40.74717179,-73.97403393,"(40.74717179, -73.97403393)"
1012343,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","J & K BAR INC","J P 'S","2953 GRAVESEND NECK ROAD","","BROOKLYN","NY",11229,842663,"","01/01/2015","12/31/2016",40.60032973,-73.94170264,"(40.60032973, -73.94170264)"
1139223,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"QUEENS","GONCALVES & FERREIRA RESTAURANT CORP","LAVRADOR RESTAURANT","138 40 101ST AVENUE","138TH & 137TH STREETS","JAMAICA","NY",11435,846561,"06/03/2003","06/01/2015","05/31/2017",40.69448024,-73.80982619,"(40.69448024, -73.80982619)"
1139253,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","BIERGARTEN AMERICA INC","LORELEY","7 RIVINGTON STREET","BOWERY & CHRYSTIE STREETS","NEW YORK","NY",10002,854804,"09/05/2003","10/15/2015","08/31/2017",40.72140026,-73.99297811,"(40.72140026, -73.99297811)"
1238705,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","TOM & TOON INC","","245 W 51ST STREET","","NEW YORK","NY",10019,835307,"06/10/2010","06/01/2014","05/31/2016",40.76248886,-73.98449375,"(40.76248886, -73.98449375)"
1139319,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","MR KABOB RESTAURANT INC","RAVAGH PERSIAN GRILL","11 EAST 30TH STREET","5TH AVENUE & MADISON AVENUE","NEW YORK","NY",10016,849418,"05/27/2003","05/01/2015","04/30/2017",40.74561891,-73.98555835,"(40.74561891, -73.98555835)"
1102991,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","BOAT BAR INC","","175 SMITH STREET","WYCKOFF & WARREN STREETS","BROOKLYN","NY",11201,804137,"","04/01/2014","03/31/2016",40.68583922,-73.99098622,"(40.68583922, -73.99098622)"
1012353,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","PERRYS SEAFOOD RESTAURANT INC","PERRYS SEAFOOD RESTAURANT","3482 3492 NOSTRAND AVENUE","","BROOKLYN","NY",11229,842403,"11/28/2008","12/01/2014","11/30/2016",40.59890077,-73.94167716,"(40.59890077, -73.94167716)"
1286071,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","REMY 10608 CORP","REMY 10608","53 WESTCHESTER SQ","","BRONX","NY",10461,832166,"08/27/2015","08/27/2015","07/31/2017",40.84172,-73.84343,"(40.84172, -73.84343)"
1270745,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","530 HOSPITALITY LLC & 530 LOUNGE LLC AS MANAGER","SKYLARK","530 7TH AVE","AKA 200 W 39TH ST","NEW YORK","NY",10018,853618,"10/08/2013","10/01/2015","09/30/2017",40.75392306,-73.98843141,"(40.75392306, -73.98843141)"
1003854,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","STEBAR FOOD CORP","WALNUT BUSSTOP COFFEE SHOP","881 883 E 134TH STREET","","BRONX","NY",10454,845375,"","03/04/2015","02/28/2017",40.80041785,-73.9107424,"(40.80041785, -73.9107424)"
1252947,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","GRILLADE LLC","ALMANAC","28 7TH AVE SOUTH","","NEW YORK","NY",10014,851443,"09/30/2011","09/01/2015","08/31/2017",40.73053212,-74.00463201,"(40.73053212, -74.00463201)"
1188058,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"KINGS","CARIBBEAN & AMERICAN ENTERTAINMENT CENTER INC","","1640 NOSTRAND AVENUE","TILDEN ST.  & BEVERLY RD.","BROOKLYN","NY",11226,848901,"05/23/2007","05/01/2015","04/30/2017",40.64607709,-73.94913654,"(40.64607709, -73.94913654)"
1139621,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"NEW YORK","FGM 8TH RESTAURANT CORP","RUMOURS","933 8TH AVE","55TH & 56TH STREETS","NEW YORK","NY",10019,853274,"11/03/2003","11/01/2015","10/31/2017",40.76553384,-73.9837962,"(40.76553384, -73.9837962)"
1105856,"ON-PREMISES LIQUOR",252,"OP","New York City",1,"BRONX","FREDESVINDO SANTANA","SPORT LUNCHEONETTE & BILLIARD","920 EAST 173RD STREET","","BRONX","NY",10460,835506,"05/25/2000","05/15/2014","04/30/2016",40.83564866,-73.88873054,"(40.83564866, -73.88873054)"
